#          x                     xmxm -> b2b2                       xmxm ->  SM SM         xmb2 ->  SM SM         xmSM -> b2SM               b2 -> 552                       b2b2 -> xmxm                       b2b2 ->  SM SM         b2xm ->  SM SM         b2SM -> xmSM              
9.009009009009009139e-01 , 0.000000000000000000e+00 , -0.000000000000000000e+00 , -0.000000000000000000e+00 , -0.000000000000000000e+00 , -0.000000000000000000e+00 , 0.000000000000000000e+00 , -0.000000000000000000e+00 , -0.000000000000000000e+00 , -0.000000000000000000e+00
9.009009009017427960e-01 , 0.000000000000000000e+00 , -1.886957310220382351e+05 , -2.124637883195912093e+07 , -1.203489083144323826e+09 , 7.899608941162595875e+04 , 0.000000000000000000e+00 , -1.640232552175464630e+09 , -2.124637883195912093e+07 , 3.588839329677914143e+09
9.009009009025846781e-01 , 0.000000000000000000e+00 , -3.614359016521135927e+05 , -3.734740578670701385e+07 , -2.610001542053864479e+09 , 1.713220010651518533e+05 , 0.000000000000000000e+00 , -1.807633188655323982e+09 , -3.734740578670701385e+07 , 7.783260412497437477e+09
9.009009009110034993e-01 , 0.000000000000000000e+00 , -1.294098742715091212e+06 , -1.222784152683865577e+08 , -1.040302940218261147e+10 , 6.826466109368030448e+05 , 0.000000000000000000e+00 , -1.870775533994217396e+09 , -1.222784152683865577e+08 , 3.101304157909070206e+10
9.009009009194223205e-01 , 0.000000000000000000e+00 , -1.737144877632538322e+06 , -1.626345437629542649e+08 , -1.410349670478984642e+10 , 9.255319434301989386e+05 , 0.000000000000000000e+00 , -1.901612493345769644e+09 , -1.626345437629542649e+08 , 4.204746670315480804e+10
9.009009010036105325e-01 , 0.000000000000000000e+00 , -2.134514310251426417e+06 , -1.988482279495978951e+08 , -1.742024285045253372e+10 , 1.143231897864511237e+06 , 0.000000000000000000e+00 , -1.939791585876265287e+09 , -1.988482279495978951e+08 , 5.193770510469335175e+10
9.009009010877987444e-01 , 0.000000000000000000e+00 , -2.109351899885389023e+06 , -1.965589824110080898e+08 , -1.720954505154841614e+10 , 1.129410653989128070e+06 , 0.000000000000000000e+00 , -1.939791585876264572e+09 , -1.965589824110080898e+08 , 5.130979775696585846e+10
9.009009019296808640e-01 , 0.000000000000000000e+00 , -2.098312618605797179e+06 , -1.955560748417212963e+08 , -1.711745197388173676e+10 , 1.123329310387458885e+06 , 0.000000000000000000e+00 , -1.938323159240477800e+09 , -1.955560748417212963e+08 , 5.103351852396581268e+10
9.009009027715629836e-01 , 0.000000000000000000e+00 , -2.098625472731129732e+06 , -1.955778771801840663e+08 , -1.712163802286658669e+10 , 1.123575025275512831e+06 , 0.000000000000000000e+00 , -1.935386305968901396e+09 , -1.955778771801840663e+08 , 5.104468132125875092e+10
9.009009111903841793e-01 , 0.000000000000000000e+00 , -2.098670166177605279e+06 , -1.955887783494153917e+08 , -1.712024267320496559e+10 , 1.123513636300275335e+06 , 0.000000000000000000e+00 , -1.938323159240477085e+09 , -1.955887783494153917e+08 , 5.104189062193550110e+10
