#           x                  Y_DM                       Y_eq_DM                  Y_Coannihilator                       Y_eq_Coannihilator
3.587311466824990447e+01   1.453672847036603175e-13   1.615546549129198212e-16   2.190110357422972500e-13   2.433985987724909439e-16
3.595311466824990276e+01   1.446194776853931321e-13   1.496159667585499456e-16   2.175365328903285553e-13   2.250518600938768034e-16
3.603311466824990106e+01   1.438855468720438138e-13   1.385585724063023931e-16   2.160870163448340967e-13   2.080866054767935609e-16
3.611311466824989935e+01   1.431653482508171907e-13   1.283174911148974041e-16   2.146617657324047633e-13   1.923989258131782593e-16
3.619311466824989765e+01   1.424581675586408129e-13   1.188325275499528307e-16   2.132604013620610934e-13   1.778927184594390561e-16
3.627311466824989594e+01   1.417638331460844725e-13   1.100479198258296818e-16   2.118821656902588553e-13   1.644791014787918014e-16
3.635311466824989424e+01   1.410820269980754424e-13   1.019120133977864205e-16   2.105264779358038910e-13   1.520758717782234088e-16
3.643311466824989253e+01   1.404124403910080781e-13   9.437695890859147231e-17   2.091927815634959291e-13   1.406070038553519826e-16
3.651311466824989083e+01   1.397547737716959513e-13   8.739843223256763486e-17   2.078805353298232288e-13   1.300021861159282259e-16
3.659311466824988912e+01   1.391087373267483013e-13   8.093537508871607072e-17   2.065892155003359025e-13   1.201963919497874843e-16
3.667311466824988742e+01   1.384740505555951445e-13   7.494975471383581058e-17   2.053183151887970422e-13   1.111294829633075872e-16
3.675311466824988571e+01   1.378504433555021895e-13   6.940634119710062293e-17   2.040673458553682157e-13   1.027458419608612503e-16
3.683311466824988401e+01   1.372376527323228504e-13   6.427250118001710499e-17   2.028358322325848112e-13   9.499403344779071997e-17
3.691311466824988230e+01   1.366354269139345008e-13   5.951800672065385935e-17   2.016233184725246268e-13   8.782648959392287174e-17
3.699311466824988059e+01   1.360435202405809336e-13   5.511485820905277583e-17   2.004293602063269856e-13   8.119921975080595014e-17
3.707311466824987889e+01   1.354616946955947723e-13   5.103712030231356891e-17   1.992535269851172230e-13   7.507154175841221160e-17
3.715311466824987718e+01   1.348897182607152541e-13   4.726076992345139649e-17   1.980953995934700662e-13   6.940583340904588678e-17
3.723311466824987548e+01   1.343273659578289614e-13   4.376355543820782241e-17   1.969545716118169407e-13   6.416730255826666715e-17
3.731311466824987377e+01   1.337744196187443892e-13   4.052486618893993097e-17   1.958306489051215534e-13   5.932377448564345517e-17
3.739311466824987207e+01   1.332306688793622945e-13   3.752561162490819552e-17   1.947232510460580707e-13   5.484549521268868750e-17
3.747311466824987036e+01   1.326959071717324100e-13   3.474810932406922853e-17   1.936320051732351575e-13   5.070494958205278949e-17
3.755311466824986866e+01   1.321699376574277535e-13   3.217598125318171249e-17   1.925565550685525276e-13   4.687669299156420333e-17
3.763311466824986695e+01   1.316525657265938151e-13   2.979405766094895085e-17   1.914965493521272132e-13   4.333719575951790975e-17
3.771311466824986525e+01   1.311437176902895575e-13   2.758828804332758074e-17   1.904515999541156856e-13   4.006469917424308638e-17
3.779311466824986354e+01   1.306430087619468900e-13   2.554565866128526890e-17   1.894215154168906991e-13   3.703908235186918957e-17
3.787311466824986184e+01   1.301503506586991395e-13   2.365411612942843900e-17   1.884058892554785022e-13   3.424173909181746478e-17
3.795311466824986013e+01   1.296655759060994056e-13   2.190249662926489086e-17   1.874044145268387382e-13   3.165546398023652739e-17
3.803311466824985843e+01   1.291885156781468887e-13   2.028046033361994217e-17   1.864167877118777052e-13   2.926434704774683795e-17
3.811311466824985672e+01   1.287190084355023709e-13   1.877843065907806007e-17   1.854427167633731059e-13   2.705367633982651044e-17
3.819311466824985501e+01   1.282568960825505241e-13   1.738753799145045884e-17   1.844819161423187073e-13   2.500984780623052011e-17
3.827311466824985331e+01   1.278020248916946013e-13   1.609956755533552016e-17   1.835341082508771994e-13   2.312028196030999012e-17
3.835311466824985160e+01   1.273542464501085966e-13   1.490691112299389953e-17   1.825990247013172856e-13   2.137334680025017930e-17
3.843311466824984990e+01   1.269134142758857775e-13   1.380252228014477321e-17   1.816764013402273274e-13   1.975828652230280368e-17
3.851311466824984819e+01   1.264793879526613698e-13   1.277987498703143097e-17   1.807659842991375570e-13   1.826515559131790037e-17
3.859311466824984649e+01   1.260520298426427256e-13   1.183292519232629605e-17   1.798675250002940419e-13   1.688475776645241978e-17
3.867311466824984478e+01   1.256312070037146204e-13   1.095607527525597964e-17   1.789807830579876655e-13   1.560858971008674308e-17
3.875311466824984308e+01   1.252167880016847729e-13   1.014414110783201469e-17   1.781055214934721314e-13   1.442878883585815137e-17
3.883311466824984137e+01   1.248086468693688980e-13   9.392321544365979497e-18   1.772415126007049227e-13   1.333808507752806140e-17
3.891311466824983967e+01   1.244066620738128487e-13   8.696170159619362799e-18   1.763885361441166880e-13   1.232975628426075821e-17
3.899311466824983796e+01   1.240107136591109420e-13   8.051569070069573901e-18   1.755463752917042502e-13   1.139758696997551206e-17
3.907311466824983626e+01   1.236206851947390401e-13   7.454704684940909049e-18   1.747148195658552454e-13   1.053583016486042735e-17
3.915311466824983455e+01   1.232364614092888941e-13   6.902045244923685276e-18   1.738936611906046175e-13   9.739172136029422234e-18
3.923311466824983285e+01   1.228579317808403165e-13   6.390320016951233473e-18   1.730827004498006114e-13   9.002699761790230723e-18
3.931311466824983114e+01   1.224850491834859342e-13   5.916500023083786540e-18   1.722817030988564404e-13   8.321870360156613721e-18
3.939311466824982944e+01   1.221175947166335633e-13   5.477780190517314180e-18   1.714905695070603792e-13   7.692483787202632076e-18
3.947311466824982773e+01   1.217555161528669583e-13   5.071562818045061029e-18   1.707090603122779016e-13   7.110656634692264041e-18
3.955311466824982602e+01   1.213987144356750133e-13   4.695442261999456686e-18   1.699369945762065773e-13   6.572798369219388310e-18
3.963311466824982432e+01   1.210470912438989536e-13   4.347190751835886322e-18   1.691741954240890815e-13   6.075589266936912682e-18
3.971311466824982261e+01   1.207005508631344895e-13   4.024745252129914919e-18   1.684204901718038617e-13   5.615960008905194501e-18
3.979311466824982091e+01   1.203589999399283884e-13   3.726195293883633301e-18   1.676757103613547148e-13   5.191072812225048408e-18
3.987311466824981920e+01   1.200223490075196013e-13   3.449771703711162653e-18   1.669396939072646529e-13   4.798303981492493175e-18
3.995311466824981750e+01   1.196905096439476072e-13   3.193836164730436562e-18   1.662122810399848906e-13   4.435227773783339729e-18
4.003311466824981579e+01   1.193633958804092954e-13   2.956871547859161215e-18   1.654933163357489638e-13   4.099601478395321723e-18
4.011311466824981409e+01   1.190409229980161674e-13   2.737472956725746175e-18   1.647826469385020850e-13   3.789351619993798525e-18
4.019311466824981238e+01   1.187230090875566995e-13   2.534339433586734892e-18   1.640801247763147821e-13   3.502561200670007897e-18
4.027311466824981068e+01   1.184095725930035280e-13   2.346266277516014084e-18   1.633856030201086968e-13   3.237457902766605658e-18
4.035311466824980897e+01   1.181005354316873888e-13   2.172137929719726480e-18   1.626989405613254679e-13   2.992403180197745948e-18
4.043311466824980727e+01   1.177958205996809865e-13   2.010921384155614025e-18   1.620199984478720183e-13   2.765882171420023958e-18
4.051311466824980556e+01   1.174953528551946238e-13   1.861660084715800884e-18   1.613486409866923585e-13   2.556494372234452890e-18
4.059311466824980386e+01   1.171990587002459771e-13   1.723468273085689692e-18   1.606847356255492191e-13   2.362945011245283796e-18
4.067311466824980215e+01   1.169068670937516061e-13   1.595525754035407608e-18   1.600281539354590533e-13   2.184037075098567993e-18
4.075311466824980045e+01   1.166187078745544980e-13   1.477073047349474856e-18   1.593787693333707118e-13   2.018663934598009988e-18
4.083311466824979874e+01   1.163345116908179368e-13   1.367406897869362348e-18   1.587364570862419230e-13   1.865802526472022309e-18
4.091311466824979703e+01   1.160542523828793198e-13   1.265876117225691081e-18   1.581010760636209994e-13   1.724507048966111903e-18
4.099311466824979533e+01   1.157777941009765367e-13   1.171877732784109897e-18   1.574725648286039472e-13   1.593903132579157431e-18
4.107311466824979362e+01   1.155051041819465421e-13   1.084853421132932153e-18   1.568507746519561854e-13   1.473182450171540697e-18
4.115311466824979192e+01   1.152361210408943545e-13   1.004286205111782534e-18   1.562355931149064672e-13   1.361597733362524149e-18
4.123311466824979021e+01   1.149707832526049551e-13   9.296973949286815116e-19   1.556269098167211592e-13   1.258458164623176251e-18
4.131311466824978851e+01   1.147090308491500312e-13   8.606437553471923314e-19   1.550246166805610130e-13   1.163125116771657541e-18
4.139311466824978680e+01   1.144508051821752281e-13   7.967148822537798105e-19   1.544286079892550859e-13   1.075008213706668985e-18
4.147311466824978510e+01   1.141960488767340907e-13   7.375307731463054699e-19   1.538387803293890061e-13   9.935616881827471503e-19
4.155311466824978339e+01   1.139447064843378166e-13   6.827395772246299618e-19   1.532550334595965982e-13   9.182810142519118160e-19
4.163311466824978169e+01   1.136967223916432691e-13   6.320155118204263587e-19   1.526772674370239486e-13   8.486997936797924126e-19
4.171311466824977998e+01   1.134520435088857924e-13   5.850569328815897583e-19   1.521053863219613786e-13   7.843868772014288261e-19
4.179311466824977828e+01   1.132106172281735745e-13   5.415845481328769243e-19   1.515392952782469281e-13   7.249437029220091596e-19
4.187311466824977657e+01   1.129723933225467856e-13   5.013397623738551360e-19   1.509789032416343615e-13   6.700018354998631912e-19
4.195311466824977487e+01   1.127373214505937429e-13   4.640831451528464423e-19   1.504241194120370465e-13   6.192206909803878294e-19
4.203311466824977316e+01   1.125053528342984941e-13   4.295930117758359085e-19   1.498748556574994461e-13   5.722854332889896256e-19
4.211311466824977146e+01   1.122764384829633399e-13   3.976641092765241501e-19   1.493310239723413989e-13   5.289050294444010345e-19
4.219311466824976975e+01   1.120505316293143286e-13   3.681063995917297815e-19   1.487925398934652937e-13   4.888104515278682599e-19
4.227311466824976804e+01   1.118275858944486004e-13   3.407439327588011014e-19   1.482593198267757757e-13   4.517530143449048742e-19
4.235311466824976634e+01   1.116075564358500948e-13   3.154138034819658482e-19   1.477312827482260378e-13   4.175028385492124239e-19
4.243311466824976463e+01   1.113903981335432682e-13   2.919651849057034313e-19   1.472083476250033747e-13   3.858474297689931183e-19
4.251311466824976293e+01   1.111760923998686034e-13   2.702584338881705794e-19   1.466904207075963464e-13   3.565903649883978515e-19
4.259311466824976122e+01   1.109645504326114365e-13   2.501642624890989988e-19   1.461774610898130491e-13   3.295500780957723726e-19
4.267311466824975952e+01   1.107557517506018465e-13   2.315629707769035219e-19   1.456693733756505950e-13   3.045587371196834934e-19
4.275311466824975781e+01   1.105496555444594136e-13   2.143437364212543590e-19   1.451660834233233161e-13   2.814612062371719696e-19
4.283311466824975611e+01   1.103462221149035261e-13   1.984039568722292529e-19   1.446675196748924432e-13   2.601140861598357692e-19
4.291311466824975440e+01   1.101454125550966634e-13   1.836486402373044718e-19   1.441736118326440668e-13   2.403848269850789034e-19
4.299311466824975270e+01   1.099471887507022289e-13   1.699898412547138953e-19   1.436842910110319518e-13   2.221509080455684159e-19
4.307311466824975099e+01   1.097515127745414438e-13   1.573461390277755547e-19   1.431994889405859961e-13   2.052990797018751186e-19
4.315311466824974929e+01   1.095583468798912856e-13   1.456421534312147090e-19   1.427191379645201293e-13   1.897246624043536888e-19
4.323311466824974758e+01   1.093676557043003596e-13   1.348080973287659538e-19   1.422431739256461154e-13   1.753308987026405764e-19
4.331311466824974588e+01   1.091794029460141290e-13   1.247793619527308091e-19   1.417715317202619083e-13   1.620283542069019130e-19
4.339311466824974417e+01   1.089935535153543307e-13   1.154961329919671124e-19   1.413041482510361126e-13   1.497343638062716194e-19
4.347311466824974246e+01   1.088100735519036855e-13   1.069030351161224218e-19   1.408409623271162570e-13   1.383725197284815574e-19
4.355311466824974076e+01   1.086289287727041289e-13   9.894880283188252445e-20   1.403819125046458702e-13   1.278721982822410431e-19
4.363311466824973905e+01   1.084500865868592668e-13   9.158597572255028071e-20   1.399269399388212606e-13   1.181681223621588237e-19
4.371311466824973735e+01   1.082735145174614145e-13   8.477061626634016066e-20   1.394759861707198049e-13   1.091999570162050615e-19
4.379311466824973564e+01   1.080991806783437745e-13   7.846204856219696205e-20   1.390289938610468657e-13   1.009119355793614413e-19
4.387311466824973394e+01   1.079270548275981543e-13   7.262261641551893108e-20   1.385859081183196925e-13   9.325251406544005983e-20
4.395311466824973223e+01   1.077571061676861212e-13   6.721745935060868261e-20   1.381466735360406877e-13   8.617405168311807863e-20
4.403311466824973053e+01   1.075893050263371037e-13   6.221430522266617497e-20   1.377112365614382440e-13   7.963251550327602495e-20
4.411311466824972882e+01   1.074236380108410562e-13   5.758327820029625160e-20   1.372795329264920968e-13   7.358720745354068233e-20
4.419311466824972712e+01   1.072600458187825509e-13   5.329672098041095330e-20   1.368515353601828832e-13   6.800051195361199626e-20
4.427311466824972541e+01   1.070985138160550504e-13   4.932903018159771245e-20   1.364271786864690780e-13   6.283766263217855954e-20
4.435311466824972371e+01   1.069390141429902505e-13   4.565650393999128897e-20   1.360064124041128761e-13   5.806652668392926943e-20
4.443311466824972200e+01   1.067815192468815285e-13   4.225720080389606626e-20   1.355891871291002118e-13   5.365740553393383104e-20
4.451311466824972030e+01   1.066260026023038929e-13   3.911080909027371572e-20   1.351754549451514249e-13   4.958285057728757929e-20
4.459311466824971859e+01   1.064724371968343859e-13   3.619852592813924478e-20   1.347651675599613730e-13   4.581749285489974848e-20
4.467311466824971689e+01   1.063207974543787287e-13   3.350294527125708819e-20   1.343582787825569242e-13   4.233788561231284747e-20
4.475311466824971518e+01   1.061710577854523281e-13   3.100795421563943554e-20   1.339547426240049973e-13   3.912235876794955979e-20
4.483311466824971347e+01   1.060231931408255540e-13   2.869863700653112432e-20   1.335545140431135119e-13   3.615088439068164903e-20
4.491311466824971177e+01   1.058771795165835150e-13   2.656118616511221416e-20   1.331575495576313758e-13   3.340495235460118839e-20
4.499311466824971006e+01   1.057329930914665968e-13   2.458282020732790406e-20   1.327638061258702832e-13   3.086745540169412118e-20
4.507311466824970836e+01   1.055906095586126322e-13   2.275170746631388521e-20   1.323732403279229581e-13   2.852258290123157686e-20
4.515311466824970665e+01   1.054500059086538643e-13   2.105689556605632613e-20   1.319858106505629212e-13   2.635572264839392203e-20
4.523311466824970495e+01   1.053111591112490091e-13   1.948824612741994068e-20   1.316014757147182622e-13   2.435337009431785046e-20
4.531311466824970324e+01   1.051740465184670652e-13   1.803637431869542554e-20   1.312201948728175141e-13   2.250304444565799205e-20
4.539311466824970154e+01   1.050386458732299300e-13   1.669259289153978350e-20   1.308419281770404882e-13   2.079321111421529348e-20
4.547311466824969983e+01   1.049049352989725792e-13   1.544886036978089096e-20   1.304666363645404985e-13   1.921321003641851410e-20
4.555311466824969813e+01   1.047728932915876987e-13   1.429773308318740786e-20   1.300942808449755636e-13   1.775318941873834355e-20
4.563311466824969642e+01   1.046424991403756091e-13   1.323232076111212464e-20   1.297248242319315094e-13   1.640404449864763576e-20
4.571311466824969472e+01   1.045137422700839578e-13   1.224624542203632687e-20   1.293582204477035634e-13   1.515736094176231581e-20
4.579311466824969301e+01   1.043865824264430157e-13   1.133360331459926772e-20   1.289944511726449998e-13   1.400536252445919381e-20
4.587311466824969131e+01   1.042610094864487456e-13   1.048892968380541714e-20   1.286334713817101430e-13   1.294086277777997400e-20
4.595311466824968960e+01   1.041370040021275972e-13   9.707166152871111630e-21   1.282752457901446924e-13   1.195722029292836854e-20
4.603311466824968790e+01   1.040145464954889291e-13   8.983630526699010581e-21   1.279197395583678171e-13   1.104829741132616756e-20
4.611311466824968619e+01   1.038936178393023991e-13   8.313988837346792560e-21   1.275669183967457078e-13   1.020842204313335990e-20
4.619311466824968448e+01   1.037741996266439700e-13   7.694229465169485212e-21   1.272167490787539007e-13   9.432352377499535661e-21
4.627311466824968278e+01   1.036562729511447893e-13   7.120639181642069825e-21   1.268691979311001051e-13   8.715244265712751889e-21
4.635311466824968107e+01   1.035398200056363424e-13   6.589780971284917390e-21   1.265242328281788389e-13   8.052621074958757470e-21
4.643311466824967937e+01   1.034248228859151241e-13   6.098473500680994421e-21   1.261818216673892683e-13   7.440345825698368971e-21
4.651311466824967766e+01   1.033112639691862632e-13   5.643772112364006963e-21   1.258419328766033188e-13   6.874595439813476784e-21
4.659311466824967596e+01   1.031991259180327554e-13   5.222951230415279266e-21   1.255045353944637418e-13   6.351836939744158310e-21
4.667311466824967425e+01   1.030883916735822364e-13   4.833488072999165572e-21   1.251695986616149856e-13   5.868805450922620274e-21
4.675311466824967255e+01   1.029790444494177830e-13   4.473047574835122216e-21   1.248370926107953793e-13   5.422483870983514261e-21
4.683311466824967084e+01   1.028710682310663377e-13   4.139468429798114148e-21   1.245069882791925698e-13   5.010084079554639896e-21
4.691311466824966914e+01   1.027644468359828393e-13   3.830750170499265919e-21   1.241792566212003612e-13   4.629029571981088325e-21
4.699311466824966743e+01   1.026591646189001167e-13   3.545041207865643761e-21   1.238538694297422409e-13   4.276939409159353712e-21
4.707311466824966573e+01   1.025552058250553258e-13   3.280627759447864095e-21   1.235307984828228597e-13   3.951613383816041981e-21
4.715311466824966402e+01   1.024525549350863485e-13   3.035923600471235092e-21   1.232100160139838247e-13   3.651018311108403021e-21
4.723311466824966232e+01   1.023511966748307330e-13   2.809460576540415701e-21   1.228914946912920293e-13   3.373275358392380329e-21
4.731311466824966061e+01   1.022511236791603674e-13   2.599879821440997081e-21   1.225752020475655729e-13   3.116648335451622994e-21
4.739311466824965891e+01   1.021523067305221046e-13   2.405923627676050304e-21   1.222611238704526570e-13   2.879532872433240425e-21
4.747311466824965720e+01   1.020547383013063033e-13   2.226427921262093479e-21   1.219492278371750329e-13   2.660446418247003124e-21
4.755311466824965549e+01   1.019584037424191670e-13   2.060315295905438947e-21   1.216394877733892577e-13   2.458018997270654741e-21
4.763311466824965379e+01   1.018632892587819218e-13   1.906588565010468255e-21   1.213318788584161992e-13   2.270984666911924758e-21
4.771311466824965208e+01   1.017693809304729009e-13   1.764324793054994275e-21   1.210263762013214040e-13   2.098173622925118064e-21
4.779311466824965038e+01   1.016766646911067984e-13   1.632669770722342920e-21   1.207229548692194018e-13   1.938504903401246625e-21
4.787311466824964867e+01   1.015851277734207005e-13   1.510832900823684145e-21   1.204215916123757353e-13   1.790979646066565614e-21
4.795311466824964697e+01   1.014947573281546510e-13   1.398082464490362981e-21   1.201222631809998053e-13   1.654674856958966013e-21
4.803311466824964526e+01   1.014055399096638288e-13   1.293741239382355896e-21   1.198249457475339343e-13   1.528737651727145802e-21
4.811311466824964356e+01   1.013174626001302190e-13   1.197182443756190222e-21   1.195296162538592663e-13   1.412379933732268084e-21
4.819311466824964185e+01   1.012305130164360279e-13   1.107825982177799041e-21   1.192362523786672680e-13   1.304873475844152189e-21
4.827311466824964015e+01   1.011446782984713316e-13   1.025134970463663038e-21   1.189448313371103207e-13   1.205545375332323857e-21
4.835311466824963844e+01   1.010599464233772405e-13   9.486125190981969023e-22   1.186553314883062484e-13   1.113773853569054174e-21
4.843311466824963674e+01   1.009763052328994238e-13   8.777987559163436242e-22   1.183677311032027118e-13   1.028984374404619225e-21
4.851311466824963503e+01   1.008937427362273433e-13   8.122680702670725037e-22   1.180820087849859242e-13   9.506460570546923519e-22
4.859311466824963333e+01   1.008122471194041396e-13   7.516265621943322115e-22   1.177981434513904511e-13   8.782683611703895257e-22
4.867311466824963162e+01   1.007318067407360167e-13   6.955096813947985735e-22   1.175161143295887302e-13   8.113980234528813374e-22
4.875311466824962991e+01   1.006524101274996254e-13   6.435800418438764034e-22   1.172359009517544412e-13   7.496162267385842261e-22
4.883311466824962821e+01   1.005740461083614536e-13   5.955253990294320513e-22   1.169574833112416431e-13   6.925359839257940950e-22
4.891311466824962650e+01   1.004967098207543940e-13   5.510567777030093233e-22   1.166808384381574056e-13   6.397997204498566244e-22
4.899311466824962480e+01   1.004203794586305697e-13   5.099067389565302579e-22   1.164059549550729030e-13   5.910770402484545166e-22
4.907311466824962309e+01   1.003450492780761177e-13   4.718277762640295874e-22   1.161328091285632480e-13   5.460626612998673336e-22
4.915311466824962139e+01   1.002707086438511023e-13   4.365908308977989151e-22   1.158613818732731576e-13   5.044745078718904813e-22
4.923311466824961968e+01   1.001973470100946771e-13   4.039839178409993054e-22   1.155916544388229074e-13   4.660519475940232163e-22
4.931311466824961798e+01   1.001249539940427478e-13   3.738108539785243368e-22   1.153236083289578642e-13   4.305541623664824738e-22
4.939311466824961627e+01   1.000535193598639477e-13   3.458900809587387679e-22   1.150572253105196135e-13   3.977586429526284842e-22
4.947311466824961457e+01   9.998303301529328367e-14   3.200535756839970714e-22   1.147924874097910223e-13   3.674597978709305035e-22
4.955311466824961286e+01   9.991348531054987316e-14   2.961458419113808542e-22   1.145293772561106450e-13   3.394676679141544687e-22
4.963311466824961116e+01   9.984486613248139035e-14   2.740229769296382660e-22   1.142678770250577808e-13   3.136067382809583154e-22
4.971311466824960945e+01   9.977716609824636307e-14   2.535518077267540446e-22   1.140079698440872187e-13   2.897148409127814151e-22
4.979311466824960775e+01   9.971037536958595429e-14   2.346090914779439137e-22   1.137496383763174712e-13   2.676421401905811207e-22
4.987311466824960604e+01   9.964448513801300673e-14   2.170807755682012276e-22   1.134928665876666954e-13   2.472501956651131805e-22
4.995311466824960434e+01   9.957948617341901110e-14   2.008613127193326359e-22   1.132376379981019136e-13   2.284110959742283097e-22
5.003311466824960263e+01   9.951536930949991648e-14   1.858530271209143725e-22   1.129839363171457118e-13   2.110066585440112877e-22
5.011311466824960092e+01   9.945212550691589379e-14   1.719655277694052565e-22   1.127317454772131226e-13   1.949276900805072003e-22
5.019311466824959922e+01   9.938974585051974557e-14   1.591151655020194728e-22   1.124810496312858365e-13   1.800733032374165895e-22
5.027311466824959751e+01   9.932822154561892957e-14   1.472245304732054294e-22   1.122318331498664410e-13   1.663502851952862699e-22
5.035311466824959581e+01   9.926754419403340621e-14   1.362219870634703549e-22   1.119840809389532575e-13   1.536725142111652265e-22
5.043311466824959410e+01   9.920770496421153027e-14   1.260412434341848526e-22   1.117377774621930001e-13   1.419604204966970180e-22
5.051311466824959240e+01   9.914869950317942156e-14   1.166209531492701993e-22   1.114929049380363399e-13   1.311404880589780325e-22
5.059311466824959069e+01   9.909051188201694677e-14   1.079043464765070575e-22   1.112494548459206942e-13   1.211447943938039598e-22
5.067311466824958899e+01   9.903313762690882667e-14   9.983888915882279608e-23   1.110074094331414267e-13   1.119105851570262024e-22
5.075311466824958728e+01   9.897656865551416532e-14   9.237596661029466114e-23   1.107667542650422395e-13   1.033798811577837304e-22
5.083311466824958558e+01   9.892079708003511195e-14   8.547059164375949079e-23   1.105274752899067270e-13   9.549911521896764867e-23
5.091311466824958387e+01   9.886581518303091575e-14   7.908113397782142489e-23   1.102895586958675522e-13   8.821879663659943218e-23
5.099311466824958217e+01   9.881161516249630001e-14   7.316906990137764938e-23   1.100529906450259273e-13   8.149320114189944406e-23
5.107311466824958046e+01   9.875818931699204620e-14   6.769875059452751263e-23   1.098177574848135779e-13   7.528008442898231969e-23
5.115311466824957876e+01   9.870553030708237104e-14   6.263718771640274944e-23   1.095838460354840998e-13   6.954041745812092654e-23
5.123311466824957705e+01   9.865363037137590199e-14   5.795385497389102393e-23   1.093512427056457223e-13   6.423814188040719195e-23
5.131311466824957535e+01   9.860248235927771143e-14   5.362050448092012794e-23   1.091199346704413145e-13   5.933994405522224181e-23
5.139311466824957364e+01   9.855207870635559519e-14   4.961099680659816745e-23   1.088899086863830217e-13   5.481504624796318577e-23
5.147311466824957193e+01   9.850241244843326178e-14   4.590114369247696854e-23   1.086611522691502613e-13   5.063501370272987429e-23
5.155311466824957023e+01   9.845347646609108692e-14   4.246856249515026973e-23   1.084336527991355822e-13   4.677357638377195965e-23
5.163311466824956852e+01   9.840526372318006362e-14   3.929254148063026347e-23   1.082073978282004098e-13   4.320646427109603788e-23
5.171311466824956682e+01   9.835776727427983203e-14   3.635391516200044651e-23   1.079823750683238166e-13   3.991125518025736303e-23
5.179311466824956511e+01   9.831098026252002233e-14   3.363494893203601333e-23   1.077585723901836591e-13   3.686723415459345321e-23
5.187311466824956341e+01   9.826489618252343474e-14   3.111923229819057395e-23   1.075359781174150354e-13   3.405526355041491604e-23
5.195311466824956170e+01   9.821950836353624602e-14   2.879158007893266053e-23   1.073145804320356868e-13   3.145766300248217438e-23
5.203311466824956000e+01   9.817481043914672842e-14   2.663794096814391368e-23   1.070943679331660479e-13   2.905809851881468756e-23
5.211311466824955829e+01   9.813079846069083279e-14   2.464531291847421323e-23   1.068753265194997077e-13   2.684148001091453161e-23
5.219311466824955659e+01   9.808746084177554092e-14   2.280166483544470189e-23   1.066574499516971775e-13   2.479386661820348508e-23
5.227311466824955488e+01   9.804479353293556399e-14   2.109586411193937778e-23   1.064407241776691537e-13   2.290237923418000761e-23
5.235311466824955318e+01   9.800279051637610693e-14   1.951760956776190287e-23   1.062251383452660506e-13   2.115511968680984069e-23
5.243311466824955147e+01   9.796144557928370318e-14   1.805736939135596283e-23   1.060106815080358686e-13   1.954109606726139612e-23
5.251311466824954977e+01   9.792075259121895358e-14   1.670632371080868149e-23   1.057973428512489354e-13   1.805015373953682675e-23
5.259311466824954806e+01   9.788070549757238877e-14   1.545631144902374190e-23   1.055851116950969464e-13   1.667291159905609805e-23
5.267311466824954636e+01   9.784129831774608795e-14   1.429978114367268895e-23   1.053739774934563705e-13   1.540070318108617499e-23
5.275311466824954465e+01   9.780252514397507028e-14   1.322974543631949346e-23   1.051639298317378647e-13   1.422552225022474540e-23
5.283311466824954294e+01   9.776438026866993003e-14   1.223973895714521719e-23   1.049549585641195079e-13   1.313997253018004726e-23
5.291311466824954124e+01   9.772685826826074758e-14   1.132377935208120818e-23   1.047470538999190302e-13   1.213722125898183217e-23
5.299311466824953953e+01   9.768995322127314928e-14   1.047633121802555330e-23   1.045402055524790975e-13   1.121095627869121243e-23
5.307311466824953783e+01   9.765365971621000589e-14   9.692272729282074362e-24   1.043344038579741495e-13   1.035534639078712414e-23
5.315311466824953612e+01   9.761797197062313912e-14   8.966864754519316910e-24   1.041296387759870447e-13   9.565004728842608441e-24
5.323311466824953442e+01   9.758288470540206949e-14   8.295722278508003178e-24   1.039259008824538480e-13   8.834954918983081222e-24
5.331311466824953271e+01   9.754839249413830338e-14   7.674787956737274983e-24   1.037231806162924394e-13   8.160599816066409813e-24
5.339311466824953101e+01   9.751448996744960979e-14   7.100307643823593223e-24   1.035214685402935203e-13   7.537692619646287933e-24
5.347311466824952930e+01   9.748117182056435622e-14   6.568807748484620374e-24   1.033207553305559102e-13   6.962310188674870248e-24
5.355311466824952760e+01   9.744843281182089331e-14   6.077074278824407408e-24   1.031210317758682689e-13   6.430828387667097142e-24
5.363311466824952589e+01   9.741626776111214834e-14   5.622133451835141694e-24   1.029222887762305572e-13   5.939899309767433722e-24
5.371311466824952419e+01   9.738467365680692315e-14   5.201233750420805766e-24   1.027245156645694115e-13   5.486430233911480063e-24
5.379311466824952248e+01   9.735364144710149996e-14   4.811829319946837326e-24   1.025277071479581162e-13   5.067564184134458577e-24
5.387311466824952078e+01   9.732316843095686423e-14   4.451564604375389330e-24   1.023318529956326060e-13   4.680661969112797365e-24
5.395311466824951907e+01   9.729324946757661133e-14   4.118260129494195107e-24   1.021369442924151263e-13   4.323285589296629941e-24
5.403311466824951736e+01   9.726387987359098707e-14   3.809899347646601672e-24   1.019429726936645795e-13   3.993182907556897964e-24
5.411311466824951566e+01   9.723505460777000041e-14   3.524616464751225541e-24   1.017499295067728809e-13   3.688273487187187454e-24
5.419311466824951395e+01   9.720676910159680693e-14   3.260685176308831204e-24   1.015578065831381507e-13   3.406635508414967584e-24
5.427311466824951225e+01   9.717901863472986227e-14   3.016508244558857135e-24   1.013665956480462949e-13   3.146493681332880379e-24
5.435311466824951054e+01   9.715179853799139855e-14   2.790607854009136388e-24   1.011762885268680977e-13   2.906208079407631049e-24
