#           x                  Y_DM                       Y_eq_DM                  Y_Partner                       Y_eq_Partner
2.294302792398401323e+02   1.500250357974997621e-13   2.175146139943012105e-99   4.713134935847746244e-15   6.833364307648030040e-101
2.294702792398401243e+02   1.500286546318751066e-13   2.090401032702658891e-99   4.709479663688623880e-15   6.561880570259072159e-101
2.295102792398401164e+02   1.500322707685246018e-13   2.008957559342466025e-99   4.705827138977431075e-15   6.301182366123182175e-101
2.295502792398401084e+02   1.500358842093974286e-13   1.930687093148433555e-99   4.702177359786583839e-15   6.050841217873297878e-101
2.295902792398401004e+02   1.500394949562582370e-13   1.855466018371064195e-99   4.698530324183497595e-15   5.810445669826000704e-101
2.296302792398400925e+02   1.500431030192138121e-13   1.783175535016615587e-99   4.694886021943671997e-15   5.579600611796552786e-101
2.296702792398400845e+02   1.500467083836508653e-13   1.713701471242456946e-99   4.691244467741619878e-15   5.357926629775383514e-101
2.297102792398400766e+02   1.500503110596344539e-13   1.646934103061329480e-99   4.687605651342563612e-15   5.145059382396631458e-101
2.297502792398400686e+02   1.500539110490118000e-13   1.582767981068375723e-99   4.683969570825255341e-15   4.940649002177376128e-101
2.297902792398400607e+02   1.500575083537276413e-13   1.521101763918431850e-99   4.680336224267760899e-15   4.744359520541364259e-101
2.298302792398400527e+02   1.500611029755365810e-13   1.461838058290275979e-99   4.676705609744249147e-15   4.555868315682583262e-101
2.298702792398400447e+02   1.500646949162873307e-13   1.404883265085122082e-99   4.673077725333201647e-15   4.374865582363147382e-101
2.299102792398400368e+02   1.500682841779166005e-13   1.350147431616522121e-99   4.669452569116998513e-15   4.201053822772266273e-101
2.299502792398400288e+02   1.500718707621808113e-13   1.297544109558063931e-99   4.665830139173532817e-15   4.034147357609831607e-101
2.299902792398400209e+02   1.500754546709229695e-13   1.246990218425146716e-99   4.662210433584670337e-15   3.873871856592908726e-101
2.300302792398400129e+02   1.500790359060782707e-13   1.198405914374716824e-99   4.658593450436270061e-15   3.719963887611881476e-101
2.300702792398400049e+02   1.500826144693977589e-13   1.151714464116029362e-99   4.654979187809584034e-15   3.572170483796178123e-101
2.301102792398399970e+02   1.500861903627235317e-13   1.106842123733311993e-99   4.651367643790007394e-15   3.430248727777997205e-101
2.301502792398399890e+02   1.500897635878965506e-13   1.063718022228979027e-99   4.647758816463986044e-15   3.293965352470908843e-101
2.301902792398399811e+02   1.500933341468487548e-13   1.022274049603485579e-99   4.644152703922012744e-15   3.163096357707185343e-101
2.302302792398399731e+02   1.500969020413241708e-13   9.824447492953264133e-100   4.640549304249677482e-15   3.037426642104562556e-101
2.302702792398399652e+02   1.501004672731630784e-13   9.441672148105343560e-100   4.636948615537324711e-15   2.916749649555479398e-101
2.303102792398399572e+02   1.501040298442891623e-13   9.073809903800528061e-100   4.633350635878560037e-15   2.800867029761551438e-101
2.303502792398399492e+02   1.501075897564500333e-13   8.720279754861313380e-100   4.629755363362869630e-15   2.689588312251111127e-101
2.303902792398399413e+02   1.501111470114809986e-13   8.380523331085911841e-100   4.626162796083318727e-15   2.582730593347252616e-101
2.304302792398399333e+02   1.501147016194295964e-13   8.054004015451418281e-100   4.622572923971171511e-15   2.480118235571232610e-101
2.304702792398399254e+02   1.501182535657386293e-13   7.740206096671108944e-100   4.618985761458728962e-15   2.381582578986300017e-101
2.305102792398399174e+02   1.501218028604147663e-13   7.438633954761928578e-100   4.615401298467079749e-15   2.286961664008653329e-101
2.305502792398399095e+02   1.501253495053742453e-13   7.148811278342971980e-100   4.611819533100193530e-15   2.196099965229985461e-101
2.305902792398399015e+02   1.501288935023597042e-13   6.870280312418391998e-100   4.608240463453544721e-15   2.108848135812879518e-101
2.306302792398398935e+02   1.501324348531981196e-13   6.602601135472886039e-100   4.604664087627168931e-15   2.025062762041564038e-101
2.306702792398398856e+02   1.501359735598058807e-13   6.345350964721995674e-100   4.601090403725132060e-15   1.944606127621953240e-101
2.307102792398398776e+02   1.501395096239194156e-13   6.098123488428910277e-100   4.597519409847108420e-15   1.867345987344972228e-101
2.307502792398398697e+02   1.501430430473636309e-13   5.860528224234124818e-100   4.593951104096729248e-15   1.793155349741878661e-101
2.307902792398398617e+02   1.501465738320539566e-13   5.632189902479777230e-100   4.590385484581414680e-15   1.721912268372808527e-101
2.308302792398398537e+02   1.501501019797230342e-13   5.412747873558606135e-100   4.586822549404481199e-15   1.653499641406969839e-101
2.308702792398398458e+02   1.501536274921904943e-13   5.201855538350374613e-100   4.583262296672939522e-15   1.587805019164059443e-101
2.309102792398398378e+02   1.501571503713681826e-13   4.999179800846709341e-100   4.579704724497347086e-15   1.524720419301402822e-101
2.309502792398398299e+02   1.501606706189885636e-13   4.804400542098991041e-100   4.576149830984641243e-15   1.464142149342992590e-101
2.309902792398398219e+02   1.501641882368689962e-13   4.617210114661588146e-100   4.572597614245160917e-15   1.405970636258423089e-101
2.310302792398398140e+02   1.501677032269156966e-13   4.437312856727300443e-100   4.569048072393180655e-15   1.350110262811713776e-101
2.310702792398398060e+02   1.501712155908581255e-13   4.264424625191957145e-100   4.565501203538653626e-15   1.296469210411416416e-101
2.311102792398397980e+02   1.501747253305130864e-13   4.098272346909521732e-100   4.561957005795564080e-15   1.244959308203670741e-101
2.311502792398397901e+02   1.501782324477815195e-13   3.938593587429093421e-100   4.558415477281515556e-15   1.195495888160168518e-101
2.311902792398397821e+02   1.501817369443905127e-13   3.785136136530289339e-100   4.554876616109888826e-15   1.147997645922131482e-101
2.312302792398397742e+02   1.501852388301897959e-13   3.637657609908244472e-100   4.551340412360615221e-15   1.102386507173351016e-101
2.312702792398397662e+02   1.501887380909947411e-13   3.495925066373501319e-100   4.547806880237650467e-15   1.058587499320954227e-101
2.313102792398397582e+02   1.501922347365771768e-13   3.359714639965531526e-100   4.544276009809915765e-15   1.016528628273996588e-101
2.313502792398397503e+02   1.501957287687447178e-13   3.228811186397291259e-100   4.540747799201773618e-15   9.761407601168898933e-102
2.313902792398397423e+02   1.501992201893069477e-13   3.103007943275325906e-100   4.537222246533667465e-15   9.373575074840237317e-102
2.314302792398397344e+02   1.502027090001572339e-13   2.982106203552996393e-100   4.533699349931528065e-15   9.001151204472810582e-102
2.314702792398397264e+02   1.502061952030165299e-13   2.865915001709468695e-100   4.530179107516415749e-15   8.643523817390658773e-102
2.315102792398397185e+02   1.502096787996898253e-13   2.754250812151197229e-100   4.526661517413668049e-15   8.300105061372743029e-102
2.315502792398397105e+02   1.502131597920696038e-13   2.646937259363630761e-100   4.523146577752162121e-15   7.970330438471133408e-102
2.315902792398397025e+02   1.502166381818724517e-13   2.543804839355236720e-100   4.519634286657069836e-15   7.653657877216225289e-102
2.316302792398396946e+02   1.502201139708998247e-13   2.444690651953306453e-100   4.516124642256627004e-15   7.349566841676000841e-102
2.316702792398396866e+02   1.502235871610404197e-13   2.349438143527861992e-100   4.512617642683322184e-15   7.057557475910256955e-102
2.317102792398396787e+02   1.502270577540088290e-13   2.257896859739348096e-100   4.509113286065367518e-15   6.777149782411944596e-102
2.317502792398396707e+02   1.502305257516024439e-13   2.169922207918664802e-100   4.505611570534634676e-15   6.507882833186964426e-102
2.317902792398396628e+02   1.502339911557090275e-13   2.085375228703126130e-100   4.502112494227199956e-15   6.249314012171988411e-102
2.318302792398396548e+02   1.502374539680374922e-13   2.004122376570752250e-100   4.498616055274435677e-15   6.001018287751685501e-102
2.318702792398396468e+02   1.502409141903862642e-13   1.926035308923166718e-100   4.495122251812015818e-15   5.762587514174421919e-102
2.319102792398396389e+02   1.502443718246363919e-13   1.850990683385461103e-100   4.491631081978629384e-15   5.533629760718543175e-102
2.319502792398396309e+02   1.502478268724940866e-13   1.778869963003292777e-100   4.488142543909569335e-15   5.313768667512563031e-102
2.319902792398396230e+02   1.502512793357545939e-13   1.709559229028543763e-100   4.484656635743645371e-15   5.102642826941471125e-102
2.320302792398396150e+02   1.502547292242453031e-13   1.642949000998965803e-100   4.481173347712881206e-15   4.899905189631522589e-102
2.320702792398396070e+02   1.502581765238017560e-13   1.578934063826867008e-100   4.477692693785617170e-15   4.705222494031426121e-102
2.321102792398395991e+02   1.502616212441388314e-13   1.517413301623816942e-100   4.474214664182194735e-15   4.518274718653671045e-102
2.321502792398395911e+02   1.502650633871269753e-13   1.458289537999875327e-100   4.470739257052001439e-15   4.338754556078468499e-102
2.321902792398395832e+02   1.502685029544689913e-13   1.401469382583578625e-100   4.467266470535651896e-15   4.166366907851137793e-102
2.322302792398395752e+02   1.502719399479528043e-13   1.346863083522142912e-100   4.463796302778601960e-15   4.000828399448216293e-102
2.322702792398395673e+02   1.502753743694496932e-13   1.294384385727123199e-100   4.460328751930426916e-15   3.841866914510484044e-102
2.323102792398395593e+02   1.502788062206609724e-13   1.243950394643380088e-100   4.456863816135882110e-15   3.689221147580064427e-102
2.323502792398395513e+02   1.502822355033712849e-13   1.195481445324568098e-100   4.453401493544307747e-15   3.542640174606241329e-102
2.323902792398395434e+02   1.502856622194468864e-13   1.148900976609807659e-100   4.449941782308085091e-15   3.401883040512792960e-102
2.324302792398395354e+02   1.502890863705873746e-13   1.104135410201807140e-100   4.446484680575875926e-15   3.266718363150467713e-102
2.324702792398395275e+02   1.502925079585710817e-13   1.061114034456412494e-100   4.443030186499945553e-15   3.136923952984124023e-102
2.325102792398395195e+02   1.502959269852638089e-13   1.019768892698896330e-100   4.439578298236231421e-15   3.012286447886756069e-102
2.325502792398395115e+02   1.502993434523611907e-13   9.800346758917392485e-101   4.436129013936739296e-15   2.892600962443514688e-102
2.325902792398395036e+02   1.503027573616399437e-13   9.418486194837255464e-101   4.432682331757151035e-15   2.777670751187245692e-102
2.326302792398394956e+02   1.503061687149616283e-13   9.051504042777002964e-101   4.429238249856748859e-15   2.667306885212929346e-102
2.326702792398394877e+02   1.503095775140198846e-13   8.698820611602238125e-101   4.425796766390908546e-15   2.561327941638827308e-102
2.327102792398394797e+02   1.503129837605871126e-13   8.359878795432061446e-101   4.422357879518538395e-15   2.459559705405543139e-102
2.327502792398394718e+02   1.503163874565230805e-13   8.034143193720488027e-101   4.418921587402570685e-15   2.361834882920708626e-102
2.327902792398394638e+02   1.503197886035168844e-13   7.721099265620997337e-101   4.415487888201562672e-15   2.267992827079871070e-102
2.328302792398394558e+02   1.503231872111278778e-13   7.420252517296515849e-101   4.412056772290917484e-15   2.177879273212495672e-102
2.328702792398394479e+02   1.503265832656286944e-13   7.131127720890046437e-101   4.408628253418499082e-15   2.091346085517204211e-102
2.329102792398394399e+02   1.503299767765019473e-13   6.853268163921298018e-101   4.405202321949389138e-15   2.008251013570890447e-102
2.329502792398394320e+02   1.503333677455150382e-13   6.586234927929733358e-101   4.401778976052896294e-15   1.928457458511044983e-102
2.329902792398394240e+02   1.503367561745183950e-13   6.329606195218493131e-101   4.398358213896854809e-15   1.851834248507028955e-102
2.330302792398394161e+02   1.503401420651951061e-13   6.082976582607204872e-101   4.394940033646887767e-15   1.778255423151587306e-102
2.330702792398394081e+02   1.503435254193147948e-13   5.845956501141066713e-101   4.391524433472234389e-15   1.707600026417495031e-102
2.331102792398394001e+02   1.503469062387230674e-13   5.618171540744982023e-101   4.388111411545473933e-15   1.639751907839783745e-102
2.331502792398393922e+02   1.503502845251008918e-13   5.399261878853049390e-101   4.384700966035339172e-15   1.574599531597040977e-102
2.331902792398393842e+02   1.503536602802135999e-13   5.188881712072551673e-101   4.381293095114661800e-15   1.512035793176323562e-102
2.332302792398393763e+02   1.503570335059027087e-13   4.986698709996118697e-101   4.377887796959200184e-15   1.451957843322914834e-102
2.332702792398393683e+02   1.503604042038484287e-13   4.792393490287268656e-101   4.374485069741233815e-15   1.394266918983000063e-102
2.333102792398393603e+02   1.503637723758110935e-13   4.605659114220363599e-101   4.371084911636635447e-15   1.338868180963593252e-102
2.333502792398393524e+02   1.503671380236302259e-13   4.426200601870002200e-101   4.367687320824663623e-15   1.285670558040785657e-102
2.333902792398393444e+02   1.503705011489823509e-13   4.253734466193690362e-101   4.364292295480915783e-15   1.234586597262826195e-102
2.334302792398393365e+02   1.503738617536242428e-13   4.087988265260709661e-101   4.360899833784603929e-15   1.185532320198701199e-102
2.334702792398393285e+02   1.503772198393935057e-13   3.928700171929124008e-101   4.357509933918372394e-15   1.138427084898631238e-102
2.335102792398393206e+02   1.503805754079635850e-13   3.775618560288293041e-101   4.354122594061134201e-15   1.093193453338695032e-102
2.335502792398393126e+02   1.503839284610867364e-13   3.628501608210692784e-101   4.350737812395419300e-15   1.049757064130865578e-102
2.335902792398393046e+02   1.503872790005982164e-13   3.487116915391645021e-101   4.347355587107096890e-15   1.008046510291021992e-102
2.336302792398392967e+02   1.503906270358708537e-13   3.351241136266211734e-101   4.343975908715108862e-15   9.679932218620456786e-103
2.336702792398392887e+02   1.503939725532798720e-13   3.220659627231648556e-101   4.340598790741189044e-15   9.295313532010036393e-103
2.337102792398392808e+02   1.503973155623318907e-13   3.095166107610418089e-101   4.337224223699906671e-15   8.925976747434879170e-103
2.337502792398392728e+02   1.504006560646927570e-13   2.974562333824033720e-101   4.333852205780577475e-15   8.571314690684432519e-103
2.337902792398392648e+02   1.504039940621080623e-13   2.858657786260361156e-101   4.330482735170750140e-15   8.230744310918652443e-103
2.338302792398392569e+02   1.504073295564075094e-13   2.747269368340681707e-101   4.327115810063458297e-15   7.903705722260580176e-103
2.338702792398392489e+02   1.504106625492560115e-13   2.640221117310601804e-101   4.323751428647587750e-15   7.589661283458829557e-103
2.339102792398392410e+02   1.504139930423977462e-13   2.537343926299606066e-101   4.320389589115652270e-15   7.288094714120481894e-103
2.339502792398392330e+02   1.504173210376564842e-13   2.438475277208071408e-101   4.317030289663543535e-15   6.998510246050112825e-103
2.339902792398392251e+02   1.504206465366958765e-13   2.343458984001063760e-101   4.313673528483526827e-15   6.720431808305261506e-103
2.340302792398392171e+02   1.504239695413357557e-13   2.252144946004391977e-101   4.310319303774079707e-15   6.453402244632425024e-103
2.340702792398392091e+02   1.504272900532391415e-13   2.164388910811223470e-101   4.306967613729461698e-15   6.196982561987493801e-103
2.341102792398392012e+02   1.504306080741438756e-13   2.080052246426738332e-101   4.303618456547697556e-15   5.950751208917490690e-103
2.341502792398391932e+02   1.504339236058701441e-13   1.999001722288744583e-101   4.300271830430507850e-15   5.714303382605649705e-103
2.341902792398391853e+02   1.504372366500761957e-13   1.921109298821842402e-101   4.296927733575668844e-15   5.487250363452052354e-103
2.342302792398391773e+02   1.504405472084968176e-13   1.846251925188632900e-101   4.293586164184536653e-15   5.269218876086473154e-103
2.342702792398391693e+02   1.504438552829486871e-13   1.774311344921489148e-101   4.290247120462007802e-15   5.059850475769362740e-103
2.343102792398391614e+02   1.504471608750867459e-13   1.705173909127321669e-101   4.286910600609032141e-15   4.858800959170855820e-103
2.343502792398391534e+02   1.504504639866438123e-13   1.638730396969272253e-101   4.283576602830459652e-15   4.665739798558432126e-103
2.343902792398391455e+02   1.504537646194309594e-13   1.574875843142571002e-101   4.280245125334293390e-15   4.480349598462469950e-103
2.344302792398391375e+02   1.504570627826462044e-13   1.513509372072622777e-101   4.276916158781411838e-15   4.302325573930431125e-103
2.344702792398391296e+02   1.504603584629276067e-13   1.454534038572417988e-101   4.273589716474859221e-15   4.131375049508110176e-103
2.345102792398391216e+02   1.504636516696343384e-13   1.397856674707668376e-101   4.270265789072493473e-15   3.967216978125571675e-103
2.345502792398391136e+02   1.504669424044115719e-13   1.343387742628933224e-101   4.266944374785480194e-15   3.809581479098326706e-103
2.345902792398391057e+02   1.504702306689897021e-13   1.291041193137097188e-101   4.263625471824024941e-15   3.658209394483417728e-103
2.346302792398390977e+02   1.504735164651726583e-13   1.240734329758923695e-101   4.260309078402710659e-15   3.512851863059702714e-103
2.346702792398390898e+02   1.504767997946086422e-13   1.192387678119032485e-101   4.256995192732814180e-15   3.373269911235740924e-103
2.347102792398390818e+02   1.504800806590222174e-13   1.145924860400723381e-101   4.253683813028939748e-15   3.239234060209147837e-103
2.347502792398390739e+02   1.504833590602150411e-13   1.101272474697940274e-101   4.250374937508995359e-15   3.110523948733420953e-103
2.347902792398390659e+02   1.504866349998324628e-13   1.058359979068228293e-101   4.247068564387541081e-15   2.986927970873241378e-103
2.348302792398390579e+02   1.504899084795951836e-13   1.017119580102460831e-101   4.243764691882485698e-15   2.868242928149821360e-103
2.348702792398390500e+02   1.504931795013010744e-13   9.774861258364714383e-102   4.240463318214884760e-15   2.754273695507616385e-103
2.349102792398390420e+02   1.504964480665939445e-13   9.393970028347919610e-102   4.237164441602871876e-15   2.644832900551976784e-103
2.349502792398390341e+02   1.504997141771914913e-13   9.027920372839921970e-102   4.233868060267548350e-15   2.539740615529450386e-103
2.349902792398390261e+02   1.505029778348885564e-13   8.676133999398966048e-102   4.230574172433498307e-15   2.438824061547485158e-103
2.350302792398390181e+02   1.505062390413239004e-13   8.338055147777952006e-102   4.227282776321600591e-15   2.341917324543637674e-103
2.350702792398390102e+02   1.505094977982138323e-13   8.013149712017663782e-102   4.223993870156438538e-15   2.248861082540009621e-103
2.351102792398390022e+02   1.505127541073499371e-13   7.700904396747911237e-102   4.220707452165992320e-15   2.159502343734451332e-103
2.351502792398389943e+02   1.505160079703680979e-13   7.400825906355323645e-102   4.217423520574667778e-15   2.073694194995760702e-103
2.351902792398389863e+02   1.505192593890583348e-13   7.112440165748187547e-102   4.214142073612162434e-15   1.991295560353025925e-103
2.352302792398389784e+02   1.505225083724814409e-13   6.835291571473645347e-102   4.210863102081113861e-15   1.912170969078583183e-103
2.352702792398389704e+02   1.505257549074909293e-13   6.568942272019621374e-102   4.207586619067689491e-15   1.836190332985955377e-103
2.353102792398389624e+02   1.505289990033059967e-13   6.312971476153927567e-102   4.204312615370914705e-15   1.763228732575691576e-103
2.353502792398389545e+02   1.505322406615555334e-13   6.066974788210375059e-102   4.201041089224014809e-15   1.693166211676957358e-103
2.353902792398389465e+02   1.505354798839490831e-13   5.830563569275556156e-102   4.197772038859508290e-15   1.625887580249038658e-103
2.354302792398389386e+02   1.505387166722703802e-13   5.603364323264626283e-102   4.194505462513543976e-15   1.561282225016838825e-103
2.354702792398389306e+02   1.505419510281457656e-13   5.385018106914135085e-102   4.191241358419433946e-15   1.499243927630106983e-103
2.355102792398389226e+02   1.505451829532819556e-13   5.175179962765861658e-102   4.187979724813677281e-15   1.439670690047463087e-103
2.355502792398389147e+02   1.505484124494574088e-13   4.973518374238319530e-102   4.184720559936334769e-15   1.382464566857289693e-103
2.355902792398389067e+02   1.505516395183008894e-13   4.779714741935643136e-102   4.181463862023664096e-15   1.327531504261607834e-103
2.356302792398388988e+02   1.505548641615121213e-13   4.593462880354162675e-102   4.178209629315461782e-15   1.274781185456207010e-103
2.356702792398388908e+02   1.505580863808675688e-13   4.414468534201221918e-102   4.174957860055086052e-15   1.224126882154344716e-103
2.357102792398388829e+02   1.505613061779926639e-13   4.242448913560744186e-102   4.171708552481938993e-15   1.175485312009603026e-103
2.357502792398388749e+02   1.505645235545829150e-13   4.077132247165268486e-102   4.168461704839422219e-15   1.128776501703024895e-103
2.357902792398388669e+02   1.505677385124143823e-13   3.918257353078376904e-102   4.165217315373751210e-15   1.083923655470404373e-103
2.358302792398388590e+02   1.505709510531078784e-13   3.765573226099221029e-102   4.161975382328020710e-15   1.040853028852236573e-103
2.358702792398388510e+02   1.505741611783597194e-13   3.618838641246787212e-102   4.158735903948666292e-15   9.994938074606074830e-104
2.359102792398388431e+02   1.505773688899360449e-13   3.477821772690849906e-102   4.155498878485092010e-15   9.597779905621348735e-104
2.359502792398388351e+02   1.505805741894591820e-13   3.342299827530951099e-102   4.152264304183777614e-15   9.216402792864628661e-104
2.359902792398388272e+02   1.505837770786195397e-13   3.212058693843950071e-102   4.149032179294345673e-15   8.850179692762500099e-104
2.360302792398388192e+02   1.505869775664925526e-13   3.086892602444980624e-102   4.145802494762759532e-15   8.498508476024079113e-104
2.360702792398388112e+02   1.505901756400713307e-13   2.966603801825498683e-102   4.142575263459885971e-15   8.160810937747117683e-104
2.361102792398388033e+02   1.505933713084385532e-13   2.851002245758803149e-102   4.139350476324041907e-15   7.836531846856369517e-104
2.361502792398387953e+02   1.505965645732028401e-13   2.739905293074585356e-102   4.136128131610461078e-15   7.525138033306250336e-104
2.361902792398387874e+02   1.505997554360529849e-13   2.633137419133164369e-102   4.132908227572971471e-15   7.226117511552037769e-104
2.362302792398387794e+02   1.506029438987504067e-13   2.530529938540125501e-102   4.129690762470010387e-15   6.938978638845593839e-104
2.362702792398387714e+02   1.506061299629070574e-13   2.431920738664831698e-102   4.126475734556615926e-15   6.663249306970824456e-104
2.363102792398387635e+02   1.506093136302096859e-13   2.337154023542207380e-102   4.123263142091291655e-15   6.398476166096113747e-104
2.363502792398387555e+02   1.506124949024127945e-13   2.246080067752723756e-102   4.120052983335115191e-15   6.144223879461849574e-104
2.363902792398387476e+02   1.506156737811275275e-13   2.158554979890929049e-102   4.116845256546567225e-15   5.900074407679508100e-104
2.364302792398387396e+02   1.506188502680333382e-13   2.074440475250847224e-102   4.113639959987396696e-15   5.665626321468013564e-104
2.364702792398387317e+02   1.506220243648854610e-13   1.993603657368139006e-102   4.110437091922166410e-15   5.440494141695239893e-104
2.365102792398387237e+02   1.506251960732889060e-13   1.915916808073183841e-102   4.107236650612495145e-15   5.224307705639780685e-104
2.365502792398387157e+02   1.506283653949254237e-13   1.841257185725446572e-102   4.104038634323313316e-15   5.016711558434412316e-104
2.365902792398387078e+02   1.506315323315451999e-13   1.769506831307686210e-102   4.100843041322473280e-15   4.817364368684398581e-104
2.366302792398386998e+02   1.506346968847490289e-13   1.700552382077128230e-102   4.097649869874797379e-15   4.625938367309143511e-104
2.366702792398386919e+02   1.506378590562880052e-13   1.634284892475516530e-102   4.094459118250474576e-15   4.442118808674581771e-104
2.367102792398386839e+02   1.506410188477626709e-13   1.570599662018089268e-102   4.091270784716491845e-15   4.265603453138437139e-104
2.367502792398386759e+02   1.506441762608490966e-13   1.509396069888712477e-102   4.088084867543082327e-15   4.096102070155272845e-104
2.367902792398386680e+02   1.506473312972907533e-13   1.450577415978392360e-102   4.084901365003790797e-15   3.933335961121088421e-104
2.368302792398386600e+02   1.506504839658371054e-13   1.394050768119368373e-102   4.081720268176696659e-15   3.777037501179612408e-104
2.368702792398386521e+02   1.506536342538117264e-13   1.339726815269322118e-102   4.078541589725408479e-15   3.626949699230477848e-104
2.369102792398386441e+02   1.506567821701563607e-13   1.287519726417666387e-102   4.075365320726256756e-15   3.482825775420888731e-104
2.369502792398386362e+02   1.506599277164650881e-13   1.237347014988408899e-102   4.072191459455750015e-15   3.344428755423077617e-104
2.369902792398386282e+02   1.506630708944037809e-13   1.189129408526560861e-102   4.069020004189884815e-15   3.211531080833433411e-104
2.370302792398386202e+02   1.506662117057128807e-13   1.142790723462122876e-102   4.065850953208045869e-15   3.083914235049229641e-104
2.370702792398386123e+02   1.506693501519901276e-13   1.098257744753407193e-102   4.062684304787188988e-15   2.961368384011571962e-104
2.371102792398386043e+02   1.506724862348978596e-13   1.055460110219879860e-102   4.059520057207402550e-15   2.843692031221295593e-104
2.371502792398385964e+02   1.506756199561701572e-13   1.014330199382221420e-102   4.056358208751438128e-15   2.730691686462644432e-104
2.371902792398385884e+02   1.506787513173992319e-13   9.748030266331412733e-103   4.053198757699403821e-15   2.622181547688855966e-104
2.372302792398385805e+02   1.506818803203178010e-13   9.368161385705142106e-103   4.050041702336375975e-15   2.517983195546369983e-104
2.372702792398385725e+02   1.506850069665178236e-13   9.003095153312310985e-103   4.046887040944636789e-15   2.417925300037535996e-104
2.373102792398385645e+02   1.506881312576577757e-13   8.652254757693211262e-103   4.043734771809472447e-15   2.321843338837940559e-104
2.373502792398385566e+02   1.506912531954678249e-13   8.315085863280662389e-103   4.040584893219134459e-15   2.229579326803957586e-104
2.373902792398385486e+02   1.506943727815346038e-13   7.991055734638965709e-103   4.037437403458950816e-15   2.140981556230507570e-104
2.374302792398385407e+02   1.506974900175156041e-13   7.679652394814692585e-103   4.034292300817726022e-15   2.055904347426291428e-104
2.374702792398385327e+02   1.507006049051378630e-13   7.380383816490082302e-103   4.031149583586799188e-15   1.974207809201000177e-104
2.375102792398385247e+02   1.507037174459855395e-13   7.092777144644643853e-103   4.028009250054952729e-15   1.895757608867613694e-104
2.375502792398385168e+02   1.507068276417126919e-13   6.816377949512632428e-103   4.024871298513738748e-15   1.820424751384554525e-104
2.375902792398385088e+02   1.507099354940406525e-13   6.550749508640062385e-103   4.021735727257756721e-15   1.748085367271450237e-104
2.376302792398385009e+02   1.507130410116304073e-13   6.295472116921576262e-103   4.018602527503150119e-15   1.678620508952905548e-104
2.376702792398384929e+02   1.507161441819706224e-13   6.050142423519740972e-103   4.015471711703903500e-15   1.611915955193184390e-104
2.377102792398384850e+02   1.507192450138696301e-13   5.814372794618221506e-103   4.012343271072796634e-15   1.547862023301742719e-104
2.377502792398384770e+02   1.507223435089007600e-13   5.587790701007415809e-103   4.009217203907989123e-15   1.486353388799866069e-104
2.377902792398384690e+02   1.507254396687852434e-13   5.370038129530055139e-103   4.006093508508585628e-15   1.427288912252633180e-104
2.378302792398384611e+02   1.507285334950993129e-13   5.160771017462732051e-103   4.002972183171529327e-15   1.370571472981726506e-104
2.378702792398384531e+02   1.507316249894884438e-13   4.959658708930771701e-103   3.999853226197539679e-15   1.316107809384497268e-104
2.379102792398384452e+02   1.507347141536702830e-13   4.766383432509642329e-103   3.996736635889413210e-15   1.263808365598225424e-104
2.379502792398384372e+02   1.507378009892167210e-13   4.580639799175965083e-103   3.993622410547932488e-15   1.213587144256596399e-104
2.379902792398384292e+02   1.507408854977711886e-13   4.402134319824445400e-103   3.990510548476481742e-15   1.165361565096666323e-104
2.380302792398384213e+02   1.507439676810468141e-13   4.230584941581357801e-103   3.987401047981465749e-15   1.119052329183550354e-104
2.380702792398384133e+02   1.507470475406150840e-13   4.065720602188681678e-103   3.984293907366583494e-15   1.074583288530554626e-104
2.381102792398384054e+02   1.507501250781153397e-13   3.907280801747130212e-103   3.981189124938512701e-15   1.031881320898599361e-104
2.381502792398383974e+02   1.507532002952574277e-13   3.755015191149520056e-103   3.978086699006721295e-15   9.908762095711476092e-105
2.381902792398383895e+02   1.507562731936109666e-13   3.608683176549652146e-103   3.974986627878474700e-15   9.515005279059685296e-105
2.382302792398383815e+02   1.507593437748811330e-13   3.468053539242278720e-103   3.971888909865022879e-15   9.136895284734019578e-105
2.382702792398383735e+02   1.507624120406352483e-13   3.332904070353658720e-103   3.968793543275836122e-15   8.773810366000731597e-105
2.383102792398383656e+02   1.507654779925084887e-13   3.203021219768992853e-103   3.965700526422604574e-15   8.425153481423689622e-105
2.383502792398383576e+02   1.507685416322056014e-13   3.078199758736523360e-103   3.962609857620335543e-15   8.090351313216592967e-105
2.383902792398383497e+02   1.507716029612894652e-13   2.958242455618917032e-103   3.959521535181077317e-15   7.768853324596996230e-105
2.384302792398383417e+02   1.507746619883959990e-13   2.842959764279541337e-103   3.956435550458191778e-15   7.460130854599255227e-105
2.384702792398383338e+02   1.507777187012519913e-13   2.732169524610706369e-103   3.953351915701813937e-15   7.163676248849938372e-105
2.385102792398383258e+02   1.507807731083908976e-13   2.625696674729593743e-103   3.950270622255418883e-15   6.879002024882903155e-105
2.385502792398383178e+02   1.507838252114414317e-13   2.523372974389994373e-103   3.947191668440184391e-15   6.605640070617235261e-105
2.385902792398383099e+02   1.507868750120998339e-13   2.425036739169654579e-103   3.944115052576231954e-15   6.343140874683237209e-105
2.386302792398383019e+02   1.507899225119240098e-13   2.330532585016934686e-103   3.941040772982403529e-15   6.091072787333081425e-105
2.386702792398382940e+02   1.507929677126121435e-13   2.239711182749110828e-103   3.937968827982001295e-15   5.849021310712070370e-105
