# x,Y(b1),Y(xd),D(b1)*(dsdx/3H),D(xd)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H),C(b1b1x_bbx)*(dsdx/3H),C(b1b1_bb)*(dsdx/3H),C(b1xb1x_bxbx)*(dsdx/3H),C(b1b1x_gg)*(dsdx/3H),C(b1b1x_wpwm)*(dsdx/3H),C(b1b1x_ga)*(dsdx/3H),C(b1b1x_gz)*(dsdx/3H),C(b1b1x_aa)*(dsdx/3H),C(b1b1x_az)*(dsdx/3H),C(b1b1x_ddx)*(dsdx/3H),C(b1b1x_uux)*(dsdx/3H),C(b1b1x_ssx)*(dsdx/3H),C(b1b1x_ccx)*(dsdx/3H),C(b1b1x_ttx)*(dsdx/3H),C(b1b1x_zz)*(dsdx/3H),C(b1b1x_emep)*(dsdx/3H),C(b1b1x_tamtap)*(dsdx/3H),C(b1b1x_vevex)*(dsdx/3H),C(b1b1x_zh)*(dsdx/3H),C(xdxdx_bbx)*(dsdx/3H),C(xdxdx_ttx)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H)
2.7346e+00,6.3896e-04,2.8407e-03,0.0000e+00,0.0000e+00,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,2.2052e+00,7.1390e-01,7.1390e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01,5.6715e-01
2.7824e+00,5.9389e-04,2.7562e-03,0.0000e+00,0.0000e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.5349e+00,5.3174e-01,5.3174e-01,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00,1.0440e+00
2.8309e+00,5.5114e-04,2.6722e-03,0.0000e+00,0.0000e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-5.8378e+00,-9.5649e-01,-9.5649e-01,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00,-1.2565e+00
2.8804e+00,5.1065e-04,2.5888e-03,0.0000e+00,0.0000e+00,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,8.3930e-01,-1.1897e+00,-1.1897e+00,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01,-1.9430e-01
2.9307e+00,4.7236e-04,2.5061e-03,0.0000e+00,0.0000e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,4.7667e+00,7.3680e-01,7.3680e-01,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00,1.0737e+00
2.9819e+00,4.3622e-04,2.4242e-03,0.0000e+00,0.0000e+00,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,2.2213e+00,1.4324e-01,1.4324e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01,4.6443e-01
3.0339e+00,4.0216e-04,2.3431e-03,0.0000e+00,0.0000e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-6.2296e+00,-8.2949e-01,-8.2949e-01,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00,-1.4654e+00
3.0869e+00,3.7012e-04,2.2629e-03,0.0000e+00,0.0000e+00,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-2.5206e-01,-7.4020e-02,-7.4020e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02,-7.1143e-02
3.1408e+00,3.4003e-04,2.1836e-03,0.0000e+00,0.0000e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,4.6672e+00,3.8330e-01,3.8330e-01,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00,1.1315e+00
3.1957e+00,3.1184e-04,2.1053e-03,0.0000e+00,0.0000e+00,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.1455e+00,-1.6277e-01,-1.6277e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01,-3.0526e-01
3.2515e+00,2.8546e-04,2.0281e-03,0.0000e+00,0.0000e+00,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.0273e+00,-1.2666e+00,-1.2666e+00,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01,-5.1400e-01
3.3083e+00,2.6083e-04,1.9520e-03,0.0000e+00,0.0000e+00,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,-2.0480e-01,5.2497e-01,5.2497e-01,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02,4.7717e-02
3.3660e+00,2.3787e-04,1.8770e-03,0.0000e+00,0.0000e+00,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,1.6285e-01,-5.3755e-01,-5.3755e-01,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02,-5.3339e-02
3.4248e+00,2.1651e-04,1.8033e-03,0.0000e+00,0.0000e+00,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,6.9956e-02,1.9891e-01,1.9891e-01,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02,5.5140e-02
3.4846e+00,1.9669e-04,1.7309e-03,0.0000e+00,0.0000e+00,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,1.2159e-01,-2.7787e-01,-2.7787e-01,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03,-7.7928e-03
3.5455e+00,1.7833e-04,1.6598e-03,0.0000e+00,0.0000e+00,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,-2.6376e-01,2.0820e-01,2.0820e-01,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02,-5.4800e-02
3.6074e+00,1.6135e-04,1.5901e-03,0.0000e+00,0.0000e+00,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,2.5310e-01,-2.9111e-01,-2.9111e-01,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02,4.6064e-02
3.6704e+00,1.4568e-04,1.5218e-03,0.0000e+00,0.0000e+00,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,-9.7163e-03,1.3596e-01,1.3596e-01,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02,1.5194e-02
3.7345e+00,1.3126e-04,1.4549e-03,0.0000e+00,0.0000e+00,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-7.7604e-03,-1.1732e-01,-1.1732e-01,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02,-1.8374e-02
3.7997e+00,1.1802e-04,1.3896e-03,0.0000e+00,0.0000e+00,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,-6.3317e-02,7.8312e-02,7.8312e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02,-1.7128e-02
3.8661e+00,1.0588e-04,1.3258e-03,0.0000e+00,0.0000e+00,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,8.6920e-02,-1.6133e-01,-1.6133e-01,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02,2.0525e-02
3.9336e+00,9.4772e-05,1.2635e-03,0.0000e+00,0.0000e+00,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,1.5448e-01,6.7406e-02,6.7406e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02,8.1541e-02
4.0023e+00,8.4640e-05,1.2029e-03,0.0000e+00,0.0000e+00,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,1.8186e-01,3.8026e-02,3.8026e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02,9.7238e-02
4.0722e+00,7.5418e-05,1.1439e-03,0.0000e+00,0.0000e+00,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-3.1760e-01,-1.3440e-01,-1.3440e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01,-1.8718e-01
4.1433e+00,6.7042e-05,1.0866e-03,0.0000e+00,0.0000e+00,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,6.1673e-02,5.6928e-02,5.6928e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02,4.1326e-02
4.2156e+00,5.9455e-05,1.0310e-03,0.0000e+00,0.0000e+00,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-2.4497e-02,-3.5909e-02,-3.5909e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02,-1.8426e-02
4.2893e+00,5.2597e-05,9.7702e-04,0.0000e+00,0.0000e+00,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,1.0080e-02,-5.5497e-02,-5.5497e-02,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03,2.5105e-03
4.3642e+00,4.6415e-05,9.2478e-04,0.0000e+00,0.0000e+00,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,3.1423e-02,5.1695e-02,5.1695e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02,2.6588e-02
4.4404e+00,4.0857e-05,8.7427e-04,0.0000e+00,0.0000e+00,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-8.7851e-03,-1.0706e-01,-1.0706e-01,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02,-1.4086e-02
4.5179e+00,3.5872e-05,8.2547e-04,0.0000e+00,0.0000e+00,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,-6.1567e-04,1.7227e-02,1.7227e-02,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04,5.5973e-04
4.5968e+00,3.1412e-05,7.7841e-04,0.0000e+00,0.0000e+00,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,-1.4230e-03,6.1009e-03,6.1009e-03,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04,-9.3996e-04
4.6771e+00,2.7434e-05,7.3308e-04,0.0000e+00,0.0000e+00,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-8.8020e-03,-1.0177e-02,-1.0177e-02,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03,-9.2014e-03
4.7588e+00,2.3894e-05,6.8948e-04,0.0000e+00,0.0000e+00,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,4.5595e-02,2.7063e-02,2.7063e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02,4.9849e-02
4.8419e+00,2.0755e-05,6.4760e-04,0.0000e+00,0.0000e+00,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-3.3981e-02,-2.7439e-02,-2.7439e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02,-4.0430e-02
4.9264e+00,1.7977e-05,6.0742e-04,0.0000e+00,0.0000e+00,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,-1.4118e-03,9.3498e-03,9.3498e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03,-1.3673e-03
5.0125e+00,1.5526e-05,5.6894e-04,0.0000e+00,0.0000e+00,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,1.3715e-03,-9.3597e-03,-9.3597e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03,1.4959e-03
5.1000e+00,1.3370e-05,5.3214e-04,0.0000e+00,0.0000e+00,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,1.1611e-03,-3.6092e-03,-3.6092e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03,1.5857e-03
