# x,Y(b1),Y(xd),D(b1)*(dsdx/3H),D(xd)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H),C(b1b1x_bbx)*(dsdx/3H),C(b1b1_bb)*(dsdx/3H),C(b1xb1x_bxbx)*(dsdx/3H),C(b1b1x_gg)*(dsdx/3H),C(b1b1x_wpwm)*(dsdx/3H),C(b1b1x_ga)*(dsdx/3H),C(b1b1x_gz)*(dsdx/3H),C(b1b1x_aa)*(dsdx/3H),C(b1b1x_az)*(dsdx/3H),C(b1b1x_ddx)*(dsdx/3H),C(b1b1x_uux)*(dsdx/3H),C(b1b1x_ssx)*(dsdx/3H),C(b1b1x_ccx)*(dsdx/3H),C(b1b1x_ttx)*(dsdx/3H),C(b1b1x_zz)*(dsdx/3H),C(b1b1x_emep)*(dsdx/3H),C(b1b1x_tamtap)*(dsdx/3H),C(b1b1x_vevex)*(dsdx/3H),C(b1b1x_zh)*(dsdx/3H),C(xdxdx_bbx)*(dsdx/3H),C(xdxdx_ttx)*(dsdx/3H),C(b1xd_gb)*(dsdx/3H),C(b1xxdx_gbx)*(dsdx/3H),C(b1xd_ab)*(dsdx/3H),C(b1xxdx_abx)*(dsdx/3H),C(b1xd_bz)*(dsdx/3H),C(b1xxdx_bxz)*(dsdx/3H),C(b1xd_twm)*(dsdx/3H),C(b1xxdx_txwp)*(dsdx/3H)
9.6776e+01,2.6481e-31,5.0860e-12,0.0000e+00,0.0000e+00,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-7.9905e-52,-8.3806e-15,-8.3806e-15,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33,-1.2368e-33
9.8466e+01,2.4892e-31,5.0583e-12,0.0000e+00,0.0000e+00,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-6.8234e-52,-8.0118e-15,-8.0118e-15,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33,-1.1175e-33
1.0019e+02,2.3429e-31,5.0313e-12,0.0000e+00,0.0000e+00,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-5.8418e-52,-7.6611e-15,-7.6611e-15,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33,-1.0111e-33
1.0193e+02,2.2081e-31,5.0051e-12,0.0000e+00,0.0000e+00,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-5.0147e-52,-7.3274e-15,-7.3274e-15,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34,-9.1617e-34
1.0371e+02,2.0839e-31,4.9796e-12,0.0000e+00,0.0000e+00,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-4.3161e-52,-7.0099e-15,-7.0099e-15,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34,-8.3133e-34
1.0553e+02,1.9690e-31,4.9547e-12,0.0000e+00,0.0000e+00,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-3.7241e-52,-6.7077e-15,-6.7077e-15,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34,-7.5537e-34
1.0737e+02,1.8628e-31,4.9306e-12,0.0000e+00,0.0000e+00,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-3.2210e-52,-6.4200e-15,-6.4200e-15,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34,-6.8727e-34
1.0924e+02,1.7644e-31,4.9070e-12,0.0000e+00,0.0000e+00,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-2.7927e-52,-6.1460e-15,-6.1460e-15,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34,-6.2613e-34
1.1115e+02,1.6731e-31,4.8841e-12,0.0000e+00,0.0000e+00,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-2.4270e-52,-5.8849e-15,-5.8849e-15,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34,-5.7115e-34
1.1309e+02,1.5883e-31,4.8617e-12,0.0000e+00,0.0000e+00,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-2.1138e-52,-5.6361e-15,-5.6361e-15,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34,-5.2163e-34
1.1507e+02,1.5095e-31,4.8399e-12,0.0000e+00,0.0000e+00,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-1.8452e-52,-5.3989e-15,-5.3989e-15,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34,-4.7698e-34
1.1708e+02,1.4361e-31,4.8187e-12,0.0000e+00,0.0000e+00,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-1.6142e-52,-5.1727e-15,-5.1727e-15,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34,-4.3668e-34
1.1912e+02,1.3678e-31,4.7980e-12,0.0000e+00,0.0000e+00,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-1.4150e-52,-4.9570e-15,-4.9570e-15,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34,-4.0022e-34
1.2120e+02,1.3039e-31,4.7778e-12,0.0000e+00,0.0000e+00,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-1.2429e-52,-4.7511e-15,-4.7511e-15,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34,-3.6722e-34
1.2332e+02,1.2443e-31,4.7581e-12,0.0000e+00,0.0000e+00,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-1.0939e-52,-4.5546e-15,-4.5546e-15,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34,-3.3731e-34
1.2547e+02,1.1886e-31,4.7389e-12,0.0000e+00,0.0000e+00,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-9.6473e-53,-4.3671e-15,-4.3671e-15,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34,-3.1017e-34
1.2766e+02,1.1364e-31,4.7201e-12,0.0000e+00,0.0000e+00,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-8.5233e-53,-4.1880e-15,-4.1880e-15,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34,-2.8549e-34
1.2989e+02,1.0875e-31,4.7018e-12,0.0000e+00,0.0000e+00,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-7.5443e-53,-4.0169e-15,-4.0169e-15,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34,-2.6305e-34
1.3216e+02,1.0417e-31,4.6840e-12,0.0000e+00,0.0000e+00,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-6.6900e-53,-3.8535e-15,-3.8535e-15,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34,-2.4262e-34
1.3447e+02,9.9868e-32,4.6666e-12,0.0000e+00,0.0000e+00,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-5.9429e-53,-3.6973e-15,-3.6973e-15,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34,-2.2398e-34
1.3682e+02,9.5821e-32,4.6496e-12,0.0000e+00,0.0000e+00,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-5.2879e-53,-3.5481e-15,-3.5481e-15,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34,-2.0697e-34
1.3921e+02,9.2016e-32,4.6329e-12,0.0000e+00,0.0000e+00,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-4.7132e-53,-3.4054e-15,-3.4054e-15,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34,-1.9142e-34
1.4164e+02,8.8435e-32,4.6167e-12,0.0000e+00,0.0000e+00,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-4.2078e-53,-3.2689e-15,-3.2689e-15,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34,-1.7721e-34
1.4411e+02,8.5060e-32,4.6009e-12,0.0000e+00,0.0000e+00,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.7626e-53,-3.1384e-15,-3.1384e-15,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34,-1.6419e-34
1.4663e+02,8.1875e-32,4.5854e-12,0.0000e+00,0.0000e+00,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.3696e-53,-3.0136e-15,-3.0136e-15,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34,-1.5225e-34
1.4919e+02,7.8871e-32,4.5703e-12,0.0000e+00,0.0000e+00,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-3.0224e-53,-2.8941e-15,-2.8941e-15,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34,-1.4130e-34
1.5179e+02,7.6033e-32,4.5555e-12,0.0000e+00,0.0000e+00,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7150e-53,-2.7798e-15,-2.7798e-15,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34,-1.3125e-34
1.5444e+02,7.3349e-32,4.5411e-12,0.0000e+00,0.0000e+00,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.4423e-53,-2.6704e-15,-2.6704e-15,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34,-1.2201e-34
1.5714e+02,7.0809e-32,4.5269e-12,0.0000e+00,0.0000e+00,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.2001e-53,-2.5656e-15,-2.5656e-15,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34,-1.1350e-34
1.5989e+02,6.8404e-32,4.5131e-12,0.0000e+00,0.0000e+00,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-1.9847e-53,-2.4652e-15,-2.4652e-15,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34,-1.0567e-34
1.6268e+02,6.6126e-32,4.4996e-12,0.0000e+00,0.0000e+00,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-1.7928e-53,-2.3691e-15,-2.3691e-15,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35,-9.8457e-35
1.6552e+02,6.3966e-32,4.4864e-12,0.0000e+00,0.0000e+00,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-1.6216e-53,-2.2771e-15,-2.2771e-15,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35,-9.1799e-35
1.6841e+02,6.1915e-32,4.4735e-12,0.0000e+00,0.0000e+00,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-1.4687e-53,-2.1889e-15,-2.1889e-15,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35,-8.5652e-35
1.7135e+02,5.9967e-32,4.4609e-12,0.0000e+00,0.0000e+00,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-1.3318e-53,-2.1043e-15,-2.1043e-15,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35,-7.9971e-35
1.7434e+02,5.8117e-32,4.4486e-12,0.0000e+00,0.0000e+00,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-1.2092e-53,-2.0233e-15,-2.0233e-15,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35,-7.4719e-35
