#  19,b1b1x_az                                          ,[1000005, -1000005]_[22, 23]
#  20,b1b1x_ddx                                         ,[1000005, -1000005]_[1, -1]
#  21,b1b1x_uux                                         ,[1000005, -1000005]_[2, -2]
#  22,b1b1x_ssx                                         ,[1000005, -1000005]_[3, -3]
#  23,b1b1x_ccx                                         ,[1000005, -1000005]_[4, -4]
#  24,b1b1x_ttx                                         ,[1000005, -1000005]_[6, -6]
#  25,b1b1x_zz                                          ,[1000005, -1000005]_[23, 23]
#  26,b1b1x_emep                                        ,[1000005, -1000005]_[11, -11]
#  27,b1b1x_tamtap                                      ,[1000005, -1000005]_[15, -15]
#  28,b1b1x_vevex                                       ,[1000005, -1000005]_[12, -12]
#  29,b1b1x_zh                                          ,[1000005, -1000005]_[23, 25]
#  31,b1b1x_xdxdx                                       ,[1000005, -1000005]_[57, -57]
x,  1,  2, 30,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31
0.30700E+02,0.27262E-19,0.27262E-19,0.00000E+00,0.19012E-13,0.19012E-13,0.19012E-13,0.19012E-13,0.19012E-13,0.19012E-13,0.19012E-13,0.19012E-13,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.14519E-07,0.00000E+00
0.31690E+02,0.27343E-19,0.27343E-19,0.00000E+00,0.19068E-13,0.19068E-13,0.19068E-13,0.19068E-13,0.19068E-13,0.19068E-13,0.19068E-13,0.19068E-13,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.14553E-07,0.00000E+00
0.32680E+02,0.27420E-19,0.27420E-19,0.00000E+00,0.19120E-13,0.19120E-13,0.19120E-13,0.19120E-13,0.19120E-13,0.19120E-13,0.19120E-13,0.19120E-13,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.14586E-07,0.00000E+00
0.33670E+02,0.27492E-19,0.27492E-19,0.00000E+00,0.19169E-13,0.19169E-13,0.19169E-13,0.19169E-13,0.19169E-13,0.19169E-13,0.19169E-13,0.19169E-13,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.14617E-07,0.00000E+00
0.34660E+02,0.27561E-19,0.27561E-19,0.00000E+00,0.19216E-13,0.19216E-13,0.19216E-13,0.19216E-13,0.19216E-13,0.19216E-13,0.19216E-13,0.19216E-13,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.14647E-07,0.00000E+00
0.35650E+02,0.27626E-19,0.27626E-19,0.00000E+00,0.19260E-13,0.19260E-13,0.19260E-13,0.19260E-13,0.19260E-13,0.19260E-13,0.19260E-13,0.19260E-13,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.14674E-07,0.00000E+00
0.36640E+02,0.27687E-19,0.27687E-19,0.00000E+00,0.19302E-13,0.19302E-13,0.19302E-13,0.19302E-13,0.19302E-13,0.19302E-13,0.19302E-13,0.19302E-13,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.14701E-07,0.00000E+00
0.37630E+02,0.27746E-19,0.27746E-19,0.00000E+00,0.19341E-13,0.19341E-13,0.19341E-13,0.19341E-13,0.19341E-13,0.19341E-13,0.19341E-13,0.19341E-13,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.14726E-07,0.00000E+00
0.38620E+02,0.27802E-19,0.27802E-19,0.00000E+00,0.19379E-13,0.19379E-13,0.19379E-13,0.19379E-13,0.19379E-13,0.19379E-13,0.19379E-13,0.19379E-13,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.14750E-07,0.00000E+00
0.39610E+02,0.27855E-19,0.27855E-19,0.00000E+00,0.19415E-13,0.19415E-13,0.19415E-13,0.19415E-13,0.19415E-13,0.19415E-13,0.19415E-13,0.19415E-13,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.14772E-07,0.00000E+00
0.40600E+02,0.27905E-19,0.27905E-19,0.00000E+00,0.19450E-13,0.19450E-13,0.19450E-13,0.19450E-13,0.19450E-13,0.19450E-13,0.19450E-13,0.19450E-13,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.14794E-07,0.00000E+00
0.41590E+02,0.27953E-19,0.27953E-19,0.00000E+00,0.19483E-13,0.19483E-13,0.19483E-13,0.19483E-13,0.19483E-13,0.19483E-13,0.19483E-13,0.19483E-13,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.14815E-07,0.00000E+00
0.42580E+02,0.28000E-19,0.28000E-19,0.00000E+00,0.19514E-13,0.19514E-13,0.19514E-13,0.19514E-13,0.19514E-13,0.19514E-13,0.19514E-13,0.19514E-13,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.14835E-07,0.00000E+00
0.43570E+02,0.28044E-19,0.28044E-19,0.00000E+00,0.19544E-13,0.19544E-13,0.19544E-13,0.19544E-13,0.19544E-13,0.19544E-13,0.19544E-13,0.19544E-13,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.14854E-07,0.00000E+00
0.44560E+02,0.28086E-19,0.28086E-19,0.00000E+00,0.19573E-13,0.19573E-13,0.19573E-13,0.19573E-13,0.19573E-13,0.19573E-13,0.19573E-13,0.19573E-13,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.14872E-07,0.00000E+00
