# x,Y(xd),D(xd -> xd),C(xdxdx_ddx),C(xdxdx_uux),C(xdxdx_ssx),C(xdxdx_ccx),C(xdxdx_bbx),C(xdxdx_ttx)
1.0994e+01,3.9117e-06,0.0000e+00,-3.8567e-27,-3.8567e-27,-3.8567e-27,-3.8567e-27,-3.8567e-27,-3.8567e-27
1.1147e+01,3.4195e-06,0.0000e+00,-9.4590e-27,-9.4590e-27,-9.4590e-27,-9.4590e-27,-9.4590e-27,-9.4590e-27
1.1302e+01,2.9829e-06,0.0000e+00,-1.3393e-26,-1.3393e-26,-1.3393e-26,-1.3393e-26,-1.3393e-26,-1.3393e-26
1.1459e+01,2.5965e-06,0.0000e+00,-5.1933e-27,-5.1933e-27,-5.1933e-27,-5.1933e-27,-5.1933e-27,-5.1933e-27
1.1619e+01,2.2553e-06,0.0000e+00,-1.1169e-26,-1.1169e-26,-1.1169e-26,-1.1169e-26,-1.1169e-26,-1.1169e-26
1.1781e+01,1.9546e-06,0.0000e+00,-1.0660e-26,-1.0660e-26,-1.0660e-26,-1.0660e-26,-1.0660e-26,-1.0660e-26
1.1945e+01,1.6902e-06,0.0000e+00,-8.3069e-27,-8.3069e-27,-8.3069e-27,-8.3069e-27,-8.3069e-27,-8.3069e-27
1.2111e+01,1.4583e-06,0.0000e+00,-7.7269e-27,-7.7269e-27,-7.7269e-27,-7.7269e-27,-7.7269e-27,-7.7269e-27
1.2280e+01,1.2554e-06,0.0000e+00,-6.5101e-27,-6.5101e-27,-6.5101e-27,-6.5101e-27,-6.5101e-27,-6.5101e-27
1.2451e+01,1.0781e-06,0.0000e+00,-5.9095e-27,-5.9095e-27,-5.9095e-27,-5.9095e-27,-5.9095e-27,-5.9095e-27
1.2624e+01,9.2375e-07,0.0000e+00,-5.4012e-27,-5.4012e-27,-5.4012e-27,-5.4012e-27,-5.4012e-27,-5.4012e-27
1.2800e+01,7.8958e-07,0.0000e+00,-4.6225e-27,-4.6225e-27,-4.6225e-27,-4.6225e-27,-4.6225e-27,-4.6225e-27
1.2978e+01,6.7327e-07,0.0000e+00,-4.6345e-27,-4.6345e-27,-4.6345e-27,-4.6345e-27,-4.6345e-27,-4.6345e-27
1.3159e+01,5.7268e-07,0.0000e+00,-3.5204e-27,-3.5204e-27,-3.5204e-27,-3.5204e-27,-3.5204e-27,-3.5204e-27
1.3342e+01,4.8591e-07,0.0000e+00,-3.5046e-27,-3.5046e-27,-3.5046e-27,-3.5046e-27,-3.5046e-27,-3.5046e-27
1.3528e+01,4.1124e-07,0.0000e+00,-2.9503e-27,-2.9503e-27,-2.9503e-27,-2.9503e-27,-2.9503e-27,-2.9503e-27
1.3716e+01,3.4716e-07,0.0000e+00,-2.2922e-27,-2.2922e-27,-2.2922e-27,-2.2922e-27,-2.2922e-27,-2.2922e-27
1.3907e+01,2.9230e-07,0.0000e+00,-2.1200e-27,-2.1200e-27,-2.1200e-27,-2.1200e-27,-2.1200e-27,-2.1200e-27
1.4101e+01,2.4547e-07,0.0000e+00,-1.8863e-27,-1.8863e-27,-1.8863e-27,-1.8863e-27,-1.8863e-27,-1.8863e-27
1.4297e+01,2.0558e-07,0.0000e+00,-1.4998e-27,-1.4998e-27,-1.4998e-27,-1.4998e-27,-1.4998e-27,-1.4998e-27
1.4496e+01,1.7172e-07,0.0000e+00,-1.2808e-27,-1.2808e-27,-1.2808e-27,-1.2808e-27,-1.2808e-27,-1.2808e-27
1.4698e+01,1.4304e-07,0.0000e+00,-1.3044e-27,-1.3044e-27,-1.3044e-27,-1.3044e-27,-1.3044e-27,-1.3044e-27
1.4903e+01,1.1881e-07,0.0000e+00,-9.8024e-28,-9.8024e-28,-9.8024e-28,-9.8024e-28,-9.8024e-28,-9.8024e-28
1.5111e+01,9.8415e-08,0.0000e+00,-8.5608e-28,-8.5608e-28,-8.5608e-28,-8.5608e-28,-8.5608e-28,-8.5608e-28
1.5321e+01,8.1287e-08,0.0000e+00,-7.3467e-28,-7.3467e-28,-7.3467e-28,-7.3467e-28,-7.3467e-28,-7.3467e-28
1.5534e+01,6.6944e-08,0.0000e+00,-5.8579e-28,-5.8579e-28,-5.8579e-28,-5.8579e-28,-5.8579e-28,-5.8579e-28
1.5751e+01,5.4972e-08,0.0000e+00,-5.1185e-28,-5.1185e-28,-5.1185e-28,-5.1185e-28,-5.1185e-28,-5.1185e-28
1.5970e+01,4.5006e-08,0.0000e+00,-4.2475e-28,-4.2475e-28,-4.2475e-28,-4.2475e-28,-4.2475e-28,-4.2475e-28
1.6192e+01,3.6736e-08,0.0000e+00,-3.4139e-28,-3.4139e-28,-3.4139e-28,-3.4139e-28,-3.4139e-28,-3.4139e-28
1.6418e+01,2.9896e-08,0.0000e+00,-2.9290e-28,-2.9290e-28,-2.9290e-28,-2.9290e-28,-2.9290e-28,-2.9290e-28
1.6646e+01,2.4257e-08,0.0000e+00,-2.6892e-28,-2.6892e-28,-2.6892e-28,-2.6892e-28,-2.6892e-28,-2.6892e-28
1.6878e+01,1.9617e-08,0.0000e+00,-2.0998e-28,-2.0998e-28,-2.0998e-28,-2.0998e-28,-2.0998e-28,-2.0998e-28
1.7113e+01,1.5818e-08,0.0000e+00,-1.7817e-28,-1.7817e-28,-1.7817e-28,-1.7817e-28,-1.7817e-28,-1.7817e-28
1.7352e+01,1.2712e-08,0.0000e+00,-1.3840e-28,-1.3840e-28,-1.3840e-28,-1.3840e-28,-1.3840e-28,-1.3840e-28
1.7593e+01,1.0186e-08,0.0000e+00,-1.2023e-28,-1.2023e-28,-1.2023e-28,-1.2023e-28,-1.2023e-28,-1.2023e-28
1.7838e+01,8.1344e-09,0.0000e+00,-9.4413e-29,-9.4413e-29,-9.4413e-29,-9.4413e-29,-9.4413e-29,-9.4413e-29
1.8087e+01,6.4772e-09,0.0000e+00,-7.9051e-29,-7.9051e-29,-7.9051e-29,-7.9051e-29,-7.9051e-29,-7.9051e-29
1.8338e+01,5.1405e-09,0.0000e+00,-6.3215e-29,-6.3215e-29,-6.3215e-29,-6.3215e-29,-6.3215e-29,-6.3215e-29
1.8594e+01,4.0675e-09,0.0000e+00,-5.1048e-29,-5.1048e-29,-5.1048e-29,-5.1048e-29,-5.1048e-29,-5.1048e-29
1.8853e+01,3.2072e-09,0.0000e+00,-3.9044e-29,-3.9044e-29,-3.9044e-29,-3.9044e-29,-3.9044e-29,-3.9044e-29
1.9115e+01,2.5232e-09,0.0000e+00,-3.1858e-29,-3.1858e-29,-3.1858e-29,-3.1858e-29,-3.1858e-29,-3.1858e-29
1.9382e+01,1.9769e-09,0.0000e+00,-2.3575e-29,-2.3575e-29,-2.3575e-29,-2.3575e-29,-2.3575e-29,-2.3575e-29
1.9651e+01,1.5494e-09,0.0000e+00,-2.0547e-29,-2.0547e-29,-2.0547e-29,-2.0547e-29,-2.0547e-29,-2.0547e-29
1.9925e+01,1.2094e-09,0.0000e+00,-1.5983e-29,-1.5983e-29,-1.5983e-29,-1.5983e-29,-1.5983e-29,-1.5983e-29
2.0203e+01,9.4475e-10,0.0000e+00,-1.3312e-29,-1.3312e-29,-1.3312e-29,-1.3312e-29,-1.3312e-29,-1.3312e-29
2.0484e+01,7.3597e-10,0.0000e+00,-1.0408e-29,-1.0408e-29,-1.0408e-29,-1.0408e-29,-1.0408e-29,-1.0408e-29
2.0769e+01,5.7391e-10,0.0000e+00,-8.2685e-30,-8.2685e-30,-8.2685e-30,-8.2685e-30,-8.2685e-30,-8.2685e-30
2.1058e+01,4.4795e-10,0.0000e+00,-6.5030e-30,-6.5030e-30,-6.5030e-30,-6.5030e-30,-6.5030e-30,-6.5030e-30
2.1352e+01,3.5187e-10,0.0000e+00,-5.2791e-30,-5.2791e-30,-5.2791e-30,-5.2791e-30,-5.2791e-30,-5.2791e-30
2.1649e+01,2.7574e-10,0.0000e+00,-4.0112e-30,-4.0112e-30,-4.0112e-30,-4.0112e-30,-4.0112e-30,-4.0112e-30
2.1950e+01,2.1757e-10,0.0000e+00,-3.0841e-30,-3.0841e-30,-3.0841e-30,-3.0841e-30,-3.0841e-30,-3.0841e-30
2.2256e+01,1.7730e-10,0.0000e+00,-2.6711e-30,-2.6711e-30,-2.6711e-30,-2.6711e-30,-2.6711e-30,-2.6711e-30
2.2566e+01,1.5830e-10,0.0000e+00,-2.9665e-30,-2.9665e-30,-2.9665e-30,-2.9665e-30,-2.9665e-30,-2.9665e-30
2.2880e+01,1.4544e-10,0.0000e+00,-3.0781e-30,-3.0781e-30,-3.0781e-30,-3.0781e-30,-3.0781e-30,-3.0781e-30
2.3199e+01,1.3000e-10,0.0000e+00,-2.7361e-30,-2.7361e-30,-2.7361e-30,-2.7361e-30,-2.7361e-30,-2.7361e-30
2.3522e+01,1.0257e-10,0.0000e+00,-1.7531e-30,-1.7531e-30,-1.7531e-30,-1.7531e-30,-1.7531e-30,-1.7531e-30
2.3849e+01,8.0869e-11,0.0000e+00,-1.1188e-30,-1.1188e-30,-1.1188e-30,-1.1188e-30,-1.1188e-30,-1.1188e-30
2.4182e+01,6.4412e-11,0.0000e+00,-7.2869e-31,-7.2869e-31,-7.2869e-31,-7.2869e-31,-7.2869e-31,-7.2869e-31
2.4518e+01,5.3747e-11,0.0000e+00,-5.2415e-31,-5.2415e-31,-5.2415e-31,-5.2415e-31,-5.2415e-31,-5.2415e-31
2.4860e+01,4.6045e-11,0.0000e+00,-3.9597e-31,-3.9597e-31,-3.9597e-31,-3.9597e-31,-3.9597e-31,-3.9597e-31
2.5206e+01,4.0264e-11,0.0000e+00,-3.0984e-31,-3.0984e-31,-3.0984e-31,-3.0984e-31,-3.0984e-31,-3.0984e-31
2.5557e+01,3.7097e-11,0.0000e+00,-2.6815e-31,-2.6815e-31,-2.6815e-31,-2.6815e-31,-2.6815e-31,-2.6815e-31
2.5913e+01,3.4077e-11,0.0000e+00,-2.2906e-31,-2.2906e-31,-2.2906e-31,-2.2906e-31,-2.2906e-31,-2.2906e-31
2.6274e+01,3.1176e-11,0.0000e+00,-1.9326e-31,-1.9326e-31,-1.9326e-31,-1.9326e-31,-1.9326e-31,-1.9326e-31
2.6639e+01,2.8913e-11,0.0000e+00,-1.6718e-31,-1.6718e-31,-1.6718e-31,-1.6718e-31,-1.6718e-31,-1.6718e-31
2.7010e+01,2.6858e-11,0.0000e+00,-1.4484e-31,-1.4484e-31,-1.4484e-31,-1.4484e-31,-1.4484e-31,-1.4484e-31
2.7387e+01,2.5134e-11,0.0000e+00,-1.2723e-31,-1.2723e-31,-1.2723e-31,-1.2723e-31,-1.2723e-31,-1.2723e-31
2.7768e+01,2.3821e-11,0.0000e+00,-1.1458e-31,-1.1458e-31,-1.1458e-31,-1.1458e-31,-1.1458e-31,-1.1458e-31
2.8155e+01,2.2724e-11,0.0000e+00,-1.0448e-31,-1.0448e-31,-1.0448e-31,-1.0448e-31,-1.0448e-31,-1.0448e-31
2.8547e+01,2.1612e-11,0.0000e+00,-9.4685e-32,-9.4685e-32,-9.4685e-32,-9.4685e-32,-9.4685e-32,-9.4685e-32
2.8944e+01,2.0485e-11,0.0000e+00,-8.5207e-32,-8.5207e-32,-8.5207e-32,-8.5207e-32,-8.5207e-32,-8.5207e-32
2.9347e+01,1.9514e-11,0.0000e+00,-7.7445e-32,-7.7445e-32,-7.7445e-32,-7.7445e-32,-7.7445e-32,-7.7445e-32
2.9756e+01,1.8734e-11,0.0000e+00,-7.1497e-32,-7.1497e-32,-7.1497e-32,-7.1497e-32,-7.1497e-32,-7.1497e-32
3.0170e+01,1.7944e-11,0.0000e+00,-6.5694e-32,-6.5694e-32,-6.5694e-32,-6.5694e-32,-6.5694e-32,-6.5694e-32
3.0590e+01,1.7143e-11,0.0000e+00,-6.0051e-32,-6.0051e-32,-6.0051e-32,-6.0051e-32,-6.0051e-32,-6.0051e-32
3.1016e+01,1.6503e-11,0.0000e+00,-5.5727e-32,-5.5727e-32,-5.5727e-32,-5.5727e-32,-5.5727e-32,-5.5727e-32
3.1448e+01,1.6030e-11,0.0000e+00,-5.2659e-32,-5.2659e-32,-5.2659e-32,-5.2659e-32,-5.2659e-32,-5.2659e-32
3.1886e+01,1.5551e-11,0.0000e+00,-4.9631e-32,-4.9631e-32,-4.9631e-32,-4.9631e-32,-4.9631e-32,-4.9631e-32
3.2330e+01,1.5066e-11,0.0000e+00,-4.6646e-32,-4.6646e-32,-4.6646e-32,-4.6646e-32,-4.6646e-32,-4.6646e-32
3.2781e+01,1.4573e-11,0.0000e+00,-4.3708e-32,-4.3708e-32,-4.3708e-32,-4.3708e-32,-4.3708e-32,-4.3708e-32
3.3237e+01,1.4177e-11,0.0000e+00,-4.1422e-32,-4.1422e-32,-4.1422e-32,-4.1422e-32,-4.1422e-32,-4.1422e-32
3.3700e+01,1.3798e-11,0.0000e+00,-3.9289e-32,-3.9289e-32,-3.9289e-32,-3.9289e-32,-3.9289e-32,-3.9289e-32
3.4169e+01,1.3413e-11,0.0000e+00,-3.7178e-32,-3.7178e-32,-3.7178e-32,-3.7178e-32,-3.7178e-32,-3.7178e-32
3.4645e+01,1.3023e-11,0.0000e+00,-3.5094e-32,-3.5094e-32,-3.5094e-32,-3.5094e-32,-3.5094e-32,-3.5094e-32
3.5127e+01,1.2713e-11,0.0000e+00,-3.3485e-32,-3.3485e-32,-3.3485e-32,-3.3485e-32,-3.3485e-32,-3.3485e-32
3.5617e+01,1.2508e-11,0.0000e+00,-3.2455e-32,-3.2455e-32,-3.2455e-32,-3.2455e-32,-3.2455e-32,-3.2455e-32
3.6113e+01,1.2300e-11,0.0000e+00,-3.1424e-32,-3.1424e-32,-3.1424e-32,-3.1424e-32,-3.1424e-32,-3.1424e-32
3.6615e+01,1.2089e-11,0.0000e+00,-3.0394e-32,-3.0394e-32,-3.0394e-32,-3.0394e-32,-3.0394e-32,-3.0394e-32
3.7125e+01,1.1875e-11,0.0000e+00,-2.9365e-32,-2.9365e-32,-2.9365e-32,-2.9365e-32,-2.9365e-32,-2.9365e-32
3.7642e+01,1.1658e-11,0.0000e+00,-2.8337e-32,-2.8337e-32,-2.8337e-32,-2.8337e-32,-2.8337e-32,-2.8337e-32
3.8166e+01,1.1438e-11,0.0000e+00,-2.7311e-32,-2.7311e-32,-2.7311e-32,-2.7311e-32,-2.7311e-32,-2.7311e-32
3.8698e+01,1.1215e-11,0.0000e+00,-2.6288e-32,-2.6288e-32,-2.6288e-32,-2.6288e-32,-2.6288e-32,-2.6288e-32
3.9237e+01,1.0989e-11,0.0000e+00,-2.5268e-32,-2.5268e-32,-2.5268e-32,-2.5268e-32,-2.5268e-32,-2.5268e-32
3.9783e+01,1.0760e-11,0.0000e+00,-2.4253e-32,-2.4253e-32,-2.4253e-32,-2.4253e-32,-2.4253e-32,-2.4253e-32
4.0337e+01,1.0570e-11,0.0000e+00,-2.3429e-32,-2.3429e-32,-2.3429e-32,-2.3429e-32,-2.3429e-32,-2.3429e-32
4.0899e+01,1.0416e-11,0.0000e+00,-2.2780e-32,-2.2780e-32,-2.2780e-32,-2.2780e-32,-2.2780e-32,-2.2780e-32
4.1468e+01,1.0261e-11,0.0000e+00,-2.2130e-32,-2.2130e-32,-2.2130e-32,-2.2130e-32,-2.2130e-32,-2.2130e-32
4.2046e+01,1.0103e-11,0.0000e+00,-2.1479e-32,-2.1479e-32,-2.1479e-32,-2.1479e-32,-2.1479e-32,-2.1479e-32
4.2631e+01,9.9435e-12,0.0000e+00,-2.0828e-32,-2.0828e-32,-2.0828e-32,-2.0828e-32,-2.0828e-32,-2.0828e-32
4.3225e+01,9.7815e-12,0.0000e+00,-2.0176e-32,-2.0176e-32,-2.0176e-32,-2.0176e-32,-2.0176e-32,-2.0176e-32
4.3827e+01,9.6172e-12,0.0000e+00,-1.9524e-32,-1.9524e-32,-1.9524e-32,-1.9524e-32,-1.9524e-32,-1.9524e-32
4.4437e+01,9.4507e-12,0.0000e+00,-1.8874e-32,-1.8874e-32,-1.8874e-32,-1.8874e-32,-1.8874e-32,-1.8874e-32
4.5056e+01,9.2818e-12,0.0000e+00,-1.8224e-32,-1.8224e-32,-1.8224e-32,-1.8224e-32,-1.8224e-32,-1.8224e-32
4.5684e+01,9.1761e-12,0.0000e+00,-1.7829e-32,-1.7829e-32,-1.7829e-32,-1.7829e-32,-1.7829e-32,-1.7829e-32
4.6320e+01,9.0864e-12,0.0000e+00,-1.7500e-32,-1.7500e-32,-1.7500e-32,-1.7500e-32,-1.7500e-32,-1.7500e-32
4.6965e+01,8.9955e-12,0.0000e+00,-1.7168e-32,-1.7168e-32,-1.7168e-32,-1.7168e-32,-1.7168e-32,-1.7168e-32
4.7619e+01,8.9033e-12,0.0000e+00,-1.6835e-32,-1.6835e-32,-1.6835e-32,-1.6835e-32,-1.6835e-32,-1.6835e-32
4.8282e+01,8.8098e-12,0.0000e+00,-1.6499e-32,-1.6499e-32,-1.6499e-32,-1.6499e-32,-1.6499e-32,-1.6499e-32
4.8954e+01,8.7150e-12,0.0000e+00,-1.6161e-32,-1.6161e-32,-1.6161e-32,-1.6161e-32,-1.6161e-32,-1.6161e-32
4.9636e+01,8.6189e-12,0.0000e+00,-1.5821e-32,-1.5821e-32,-1.5821e-32,-1.5821e-32,-1.5821e-32,-1.5821e-32
5.0327e+01,8.5215e-12,0.0000e+00,-1.5480e-32,-1.5480e-32,-1.5480e-32,-1.5480e-32,-1.5480e-32,-1.5480e-32
5.1028e+01,8.4227e-12,0.0000e+00,-1.5137e-32,-1.5137e-32,-1.5137e-32,-1.5137e-32,-1.5137e-32,-1.5137e-32
5.1739e+01,8.3225e-12,0.0000e+00,-1.4793e-32,-1.4793e-32,-1.4793e-32,-1.4793e-32,-1.4793e-32,-1.4793e-32
5.2459e+01,8.2210e-12,0.0000e+00,-1.4446e-32,-1.4446e-32,-1.4446e-32,-1.4446e-32,-1.4446e-32,-1.4446e-32
5.3190e+01,8.1180e-12,0.0000e+00,-1.4099e-32,-1.4099e-32,-1.4099e-32,-1.4099e-32,-1.4099e-32,-1.4099e-32
5.3930e+01,8.0136e-12,0.0000e+00,-1.3750e-32,-1.3750e-32,-1.3750e-32,-1.3750e-32,-1.3750e-32,-1.3750e-32
5.4681e+01,7.9077e-12,0.0000e+00,-1.3401e-32,-1.3401e-32,-1.3401e-32,-1.3401e-32,-1.3401e-32,-1.3401e-32
5.5443e+01,7.8004e-12,0.0000e+00,-1.3051e-32,-1.3051e-32,-1.3051e-32,-1.3051e-32,-1.3051e-32,-1.3051e-32
5.6215e+01,7.6916e-12,0.0000e+00,-1.2699e-32,-1.2699e-32,-1.2699e-32,-1.2699e-32,-1.2699e-32,-1.2699e-32
5.6998e+01,7.5812e-12,0.0000e+00,-1.2348e-32,-1.2348e-32,-1.2348e-32,-1.2348e-32,-1.2348e-32,-1.2348e-32
5.7791e+01,7.4693e-12,0.0000e+00,-1.1995e-32,-1.1995e-32,-1.1995e-32,-1.1995e-32,-1.1995e-32,-1.1995e-32
5.8596e+01,7.3979e-12,0.0000e+00,-1.1776e-32,-1.1776e-32,-1.1776e-32,-1.1776e-32,-1.1776e-32,-1.1776e-32
5.9412e+01,7.3431e-12,0.0000e+00,-1.1612e-32,-1.1612e-32,-1.1612e-32,-1.1612e-32,-1.1612e-32,-1.1612e-32
6.0239e+01,7.2875e-12,0.0000e+00,-1.1446e-32,-1.1446e-32,-1.1446e-32,-1.1446e-32,-1.1446e-32,-1.1446e-32
6.1078e+01,7.2312e-12,0.0000e+00,-1.1278e-32,-1.1278e-32,-1.1278e-32,-1.1278e-32,-1.1278e-32,-1.1278e-32
6.1929e+01,7.1741e-12,0.0000e+00,-1.1109e-32,-1.1109e-32,-1.1109e-32,-1.1109e-32,-1.1109e-32,-1.1109e-32
6.2791e+01,7.1162e-12,0.0000e+00,-1.0939e-32,-1.0939e-32,-1.0939e-32,-1.0939e-32,-1.0939e-32,-1.0939e-32
6.3666e+01,7.0575e-12,0.0000e+00,-1.0767e-32,-1.0767e-32,-1.0767e-32,-1.0767e-32,-1.0767e-32,-1.0767e-32
6.4552e+01,6.9980e-12,0.0000e+00,-1.0593e-32,-1.0593e-32,-1.0593e-32,-1.0593e-32,-1.0593e-32,-1.0593e-32
6.5451e+01,6.9376e-12,0.0000e+00,-1.0419e-32,-1.0419e-32,-1.0419e-32,-1.0419e-32,-1.0419e-32,-1.0419e-32
6.6362e+01,6.8764e-12,0.0000e+00,-1.0243e-32,-1.0243e-32,-1.0243e-32,-1.0243e-32,-1.0243e-32,-1.0243e-32
6.7287e+01,6.8144e-12,0.0000e+00,-1.0066e-32,-1.0066e-32,-1.0066e-32,-1.0066e-32,-1.0066e-32,-1.0066e-32
6.8224e+01,6.7515e-12,0.0000e+00,-9.8879e-33,-9.8879e-33,-9.8879e-33,-9.8879e-33,-9.8879e-33,-9.8879e-33
6.9174e+01,6.6877e-12,0.0000e+00,-9.7084e-33,-9.7084e-33,-9.7084e-33,-9.7084e-33,-9.7084e-33,-9.7084e-33
7.0137e+01,6.6230e-12,0.0000e+00,-9.5279e-33,-9.5279e-33,-9.5279e-33,-9.5279e-33,-9.5279e-33,-9.5279e-33
7.1114e+01,6.5703e-12,0.0000e+00,-9.3829e-33,-9.3829e-33,-9.3829e-33,-9.3829e-33,-9.3829e-33,-9.3829e-33
7.2104e+01,6.5555e-12,0.0000e+00,-9.3466e-33,-9.3466e-33,-9.3466e-33,-9.3466e-33,-9.3466e-33,-9.3466e-33
7.3108e+01,6.5404e-12,0.0000e+00,-9.3100e-33,-9.3100e-33,-9.3100e-33,-9.3100e-33,-9.3100e-33,-9.3100e-33
7.4126e+01,6.5252e-12,0.0000e+00,-9.2725e-33,-9.2725e-33,-9.2725e-33,-9.2725e-33,-9.2725e-33,-9.2725e-33
7.5158e+01,6.5098e-12,0.0000e+00,-9.2344e-33,-9.2344e-33,-9.2344e-33,-9.2344e-33,-9.2344e-33,-9.2344e-33
7.6205e+01,6.4942e-12,0.0000e+00,-9.1958e-33,-9.1958e-33,-9.1958e-33,-9.1958e-33,-9.1958e-33,-9.1958e-33
7.7266e+01,6.4783e-12,0.0000e+00,-9.1564e-33,-9.1564e-33,-9.1564e-33,-9.1564e-33,-9.1564e-33,-9.1564e-33
7.8342e+01,6.4622e-12,0.0000e+00,-9.1164e-33,-9.1164e-33,-9.1164e-33,-9.1164e-33,-9.1164e-33,-9.1164e-33
7.9433e+01,6.4459e-12,0.0000e+00,-9.0759e-33,-9.0759e-33,-9.0759e-33,-9.0759e-33,-9.0759e-33,-9.0759e-33
8.0539e+01,6.4294e-12,0.0000e+00,-9.0344e-33,-9.0344e-33,-9.0344e-33,-9.0344e-33,-9.0344e-33,-9.0344e-33
8.1661e+01,6.4126e-12,0.0000e+00,-8.9925e-33,-8.9925e-33,-8.9925e-33,-8.9925e-33,-8.9925e-33,-8.9925e-33
8.2798e+01,6.3956e-12,0.0000e+00,-8.9501e-33,-8.9501e-33,-8.9501e-33,-8.9501e-33,-8.9501e-33,-8.9501e-33
8.3951e+01,6.3784e-12,0.0000e+00,-8.9068e-33,-8.9068e-33,-8.9068e-33,-8.9068e-33,-8.9068e-33,-8.9068e-33
8.5120e+01,6.3609e-12,0.0000e+00,-8.8628e-33,-8.8628e-33,-8.8628e-33,-8.8628e-33,-8.8628e-33,-8.8628e-33
8.6305e+01,6.3432e-12,0.0000e+00,-8.8183e-33,-8.8183e-33,-8.8183e-33,-8.8183e-33,-8.8183e-33,-8.8183e-33
8.7507e+01,6.3252e-12,0.0000e+00,-8.7733e-33,-8.7733e-33,-8.7733e-33,-8.7733e-33,-8.7733e-33,-8.7733e-33
8.8726e+01,6.3070e-12,0.0000e+00,-8.7275e-33,-8.7275e-33,-8.7275e-33,-8.7275e-33,-8.7275e-33,-8.7275e-33
8.9961e+01,6.2885e-12,0.0000e+00,-8.6809e-33,-8.6809e-33,-8.6809e-33,-8.6809e-33,-8.6809e-33,-8.6809e-33
9.1214e+01,6.2698e-12,0.0000e+00,-8.6337e-33,-8.6337e-33,-8.6337e-33,-8.6337e-33,-8.6337e-33,-8.6337e-33
9.2484e+01,6.2508e-12,0.0000e+00,-8.5859e-33,-8.5859e-33,-8.5859e-33,-8.5859e-33,-8.5859e-33,-8.5859e-33
9.3772e+01,6.2315e-12,0.0000e+00,-8.5374e-33,-8.5374e-33,-8.5374e-33,-8.5374e-33,-8.5374e-33,-8.5374e-33
9.5078e+01,6.2120e-12,0.0000e+00,-8.4881e-33,-8.4881e-33,-8.4881e-33,-8.4881e-33,-8.4881e-33,-8.4881e-33
9.6402e+01,6.1922e-12,0.0000e+00,-8.4382e-33,-8.4382e-33,-8.4382e-33,-8.4382e-33,-8.4382e-33,-8.4382e-33
9.7744e+01,6.1721e-12,0.0000e+00,-8.3875e-33,-8.3875e-33,-8.3875e-33,-8.3875e-33,-8.3875e-33,-8.3875e-33
9.9105e+01,6.1518e-12,0.0000e+00,-8.3363e-33,-8.3363e-33,-8.3363e-33,-8.3363e-33,-8.3363e-33,-8.3363e-33
1.0049e+02,6.1312e-12,0.0000e+00,-8.2841e-33,-8.2841e-33,-8.2841e-33,-8.2841e-33,-8.2841e-33,-8.2841e-33
1.0188e+02,6.1102e-12,0.0000e+00,-8.2314e-33,-8.2314e-33,-8.2314e-33,-8.2314e-33,-8.2314e-33,-8.2314e-33
1.0330e+02,6.0890e-12,0.0000e+00,-8.1781e-33,-8.1781e-33,-8.1781e-33,-8.1781e-33,-8.1781e-33,-8.1781e-33
1.0474e+02,6.0675e-12,0.0000e+00,-8.1242e-33,-8.1242e-33,-8.1242e-33,-8.1242e-33,-8.1242e-33,-8.1242e-33
1.0620e+02,6.0457e-12,0.0000e+00,-8.0696e-33,-8.0696e-33,-8.0696e-33,-8.0696e-33,-8.0696e-33,-8.0696e-33
1.0768e+02,6.0236e-12,0.0000e+00,-8.0145e-33,-8.0145e-33,-8.0145e-33,-8.0145e-33,-8.0145e-33,-8.0145e-33
1.0918e+02,6.0012e-12,0.0000e+00,-7.9588e-33,-7.9588e-33,-7.9588e-33,-7.9588e-33,-7.9588e-33,-7.9588e-33
1.1070e+02,5.9785e-12,0.0000e+00,-7.9025e-33,-7.9025e-33,-7.9025e-33,-7.9025e-33,-7.9025e-33,-7.9025e-33
1.1224e+02,5.9554e-12,0.0000e+00,-7.8455e-33,-7.8455e-33,-7.8455e-33,-7.8455e-33,-7.8455e-33,-7.8455e-33
1.1380e+02,5.9321e-12,0.0000e+00,-7.7880e-33,-7.7880e-33,-7.7880e-33,-7.7880e-33,-7.7880e-33,-7.7880e-33
1.1539e+02,5.9084e-12,0.0000e+00,-7.7298e-33,-7.7298e-33,-7.7298e-33,-7.7298e-33,-7.7298e-33,-7.7298e-33
1.1700e+02,5.8843e-12,0.0000e+00,-7.6710e-33,-7.6710e-33,-7.6710e-33,-7.6710e-33,-7.6710e-33,-7.6710e-33
1.1862e+02,5.8600e-12,0.0000e+00,-7.6116e-33,-7.6116e-33,-7.6116e-33,-7.6116e-33,-7.6116e-33,-7.6116e-33
1.2028e+02,5.8353e-12,0.0000e+00,-7.5515e-33,-7.5515e-33,-7.5515e-33,-7.5515e-33,-7.5515e-33,-7.5515e-33
1.2195e+02,5.8103e-12,0.0000e+00,-7.4909e-33,-7.4909e-33,-7.4909e-33,-7.4909e-33,-7.4909e-33,-7.4909e-33
1.2365e+02,5.7849e-12,0.0000e+00,-7.4296e-33,-7.4296e-33,-7.4296e-33,-7.4296e-33,-7.4296e-33,-7.4296e-33
1.2537e+02,5.7591e-12,0.0000e+00,-7.3676e-33,-7.3676e-33,-7.3676e-33,-7.3676e-33,-7.3676e-33,-7.3676e-33
1.2712e+02,5.7330e-12,0.0000e+00,-7.3051e-33,-7.3051e-33,-7.3051e-33,-7.3051e-33,-7.3051e-33,-7.3051e-33
