# x,Y(xd),D(xd -> xd),C(xdxdx_ddx),C(xdxdx_uux),C(xdxdx_ssx),C(xdxdx_ccx),C(xdxdx_bbx),C(xdxdx_ttx)
8.3951e-01,7.4375e-03,0.0000e+00,9.8114e-22,9.8114e-22,9.8114e-22,9.8114e-22,9.8114e-22,9.8114e-22
8.5120e-01,7.4089e-03,0.0000e+00,1.2511e-21,1.2511e-21,1.2511e-21,1.2511e-21,1.2511e-21,1.2511e-21
8.6305e-01,7.3797e-03,0.0000e+00,1.2293e-21,1.2293e-21,1.2293e-21,1.2293e-21,1.2293e-21,1.2293e-21
8.7507e-01,7.3500e-03,0.0000e+00,7.2289e-22,7.2289e-22,7.2289e-22,7.2289e-22,7.2289e-22,7.2289e-22
8.8726e-01,7.3196e-03,0.0000e+00,1.8190e-22,1.8190e-22,1.8190e-22,1.8190e-22,1.8190e-22,1.8190e-22
8.9961e-01,7.2887e-03,0.0000e+00,7.5677e-22,7.5677e-22,7.5677e-22,7.5677e-22,7.5677e-22,7.5677e-22
9.1214e-01,7.2571e-03,0.0000e+00,1.2810e-21,1.2810e-21,1.2810e-21,1.2810e-21,1.2810e-21,1.2810e-21
9.2484e-01,7.2250e-03,0.0000e+00,1.5898e-21,1.5898e-21,1.5898e-21,1.5898e-21,1.5898e-21,1.5898e-21
9.3772e-01,7.1922e-03,0.0000e+00,1.4629e-21,1.4629e-21,1.4629e-21,1.4629e-21,1.4629e-21,1.4629e-21
9.5078e-01,7.1588e-03,0.0000e+00,6.1657e-22,6.1657e-22,6.1657e-22,6.1657e-22,6.1657e-22,6.1657e-22
9.6402e-01,7.1248e-03,0.0000e+00,-4.5772e-23,-4.5772e-23,-4.5772e-23,-4.5772e-23,-4.5772e-23,-4.5772e-23
9.7744e-01,7.0902e-03,0.0000e+00,-6.1130e-23,-6.1130e-23,-6.1130e-23,-6.1130e-23,-6.1130e-23,-6.1130e-23
9.9105e-01,7.0549e-03,0.0000e+00,-7.2756e-23,-7.2756e-23,-7.2756e-23,-7.2756e-23,-7.2756e-23,-7.2756e-23
1.0049e+00,7.0190e-03,0.0000e+00,-7.6841e-23,-7.6841e-23,-7.6841e-23,-7.6841e-23,-7.6841e-23,-7.6841e-23
1.0188e+00,6.9824e-03,0.0000e+00,-6.8527e-23,-6.8527e-23,-6.8527e-23,-6.8527e-23,-6.8527e-23,-6.8527e-23
1.0330e+00,6.9452e-03,0.0000e+00,-5.8242e-23,-5.8242e-23,-5.8242e-23,-5.8242e-23,-5.8242e-23,-5.8242e-23
1.0474e+00,6.9073e-03,0.0000e+00,-9.1061e-23,-9.1061e-23,-9.1061e-23,-9.1061e-23,-9.1061e-23,-9.1061e-23
1.0620e+00,6.8687e-03,0.0000e+00,-1.2479e-22,-1.2479e-22,-1.2479e-22,-1.2479e-22,-1.2479e-22,-1.2479e-22
1.0768e+00,6.8295e-03,0.0000e+00,-1.5545e-22,-1.5545e-22,-1.5545e-22,-1.5545e-22,-1.5545e-22,-1.5545e-22
1.0918e+00,6.7896e-03,0.0000e+00,-1.7701e-22,-1.7701e-22,-1.7701e-22,-1.7701e-22,-1.7701e-22,-1.7701e-22
1.1070e+00,6.7490e-03,0.0000e+00,-1.8081e-22,-1.8081e-22,-1.8081e-22,-1.8081e-22,-1.8081e-22,-1.8081e-22
1.1224e+00,6.7078e-03,0.0000e+00,-1.5463e-22,-1.5463e-22,-1.5463e-22,-1.5463e-22,-1.5463e-22,-1.5463e-22
1.1380e+00,6.6658e-03,0.0000e+00,-8.1783e-23,-8.1783e-23,-8.1783e-23,-8.1783e-23,-8.1783e-23,-8.1783e-23
1.1539e+00,6.6232e-03,0.0000e+00,6.0157e-23,6.0157e-23,6.0157e-23,6.0157e-23,6.0157e-23,6.0157e-23
1.1700e+00,6.5799e-03,0.0000e+00,8.8702e-24,8.8702e-24,8.8702e-24,8.8702e-24,8.8702e-24,8.8702e-24
1.1862e+00,6.5358e-03,0.0000e+00,-7.7667e-23,-7.7667e-23,-7.7667e-23,-7.7667e-23,-7.7667e-23,-7.7667e-23
1.2028e+00,6.4911e-03,0.0000e+00,-1.7333e-22,-1.7333e-22,-1.7333e-22,-1.7333e-22,-1.7333e-22,-1.7333e-22
1.2195e+00,6.4457e-03,0.0000e+00,-2.6107e-22,-2.6107e-22,-2.6107e-22,-2.6107e-22,-2.6107e-22,-2.6107e-22
1.2365e+00,6.3996e-03,0.0000e+00,-3.1446e-22,-3.1446e-22,-3.1446e-22,-3.1446e-22,-3.1446e-22,-3.1446e-22
1.2537e+00,6.3528e-03,0.0000e+00,-2.9515e-22,-2.9515e-22,-2.9515e-22,-2.9515e-22,-2.9515e-22,-2.9515e-22
1.2712e+00,6.3053e-03,0.0000e+00,-1.4984e-22,-1.4984e-22,-1.4984e-22,-1.4984e-22,-1.4984e-22,-1.4984e-22
1.2889e+00,6.2571e-03,0.0000e+00,-9.1566e-23,-9.1566e-23,-9.1566e-23,-9.1566e-23,-9.1566e-23,-9.1566e-23
1.3068e+00,6.2082e-03,0.0000e+00,-3.0653e-22,-3.0653e-22,-3.0653e-22,-3.0653e-22,-3.0653e-22,-3.0653e-22
1.3250e+00,6.1586e-03,0.0000e+00,-5.2736e-22,-5.2736e-22,-5.2736e-22,-5.2736e-22,-5.2736e-22,-5.2736e-22
1.3435e+00,6.1083e-03,0.0000e+00,-7.0772e-22,-7.0772e-22,-7.0772e-22,-7.0772e-22,-7.0772e-22,-7.0772e-22
1.3622e+00,6.0573e-03,0.0000e+00,-7.7904e-22,-7.7904e-22,-7.7904e-22,-7.7904e-22,-7.7904e-22,-7.7904e-22
1.3811e+00,6.0057e-03,0.0000e+00,-6.4503e-22,-6.4503e-22,-6.4503e-22,-6.4503e-22,-6.4503e-22,-6.4503e-22
1.4004e+00,5.9533e-03,0.0000e+00,-1.7540e-22,-1.7540e-22,-1.7540e-22,-1.7540e-22,-1.7540e-22,-1.7540e-22
1.4199e+00,5.9003e-03,0.0000e+00,-1.2691e-22,-1.2691e-22,-1.2691e-22,-1.2691e-22,-1.2691e-22,-1.2691e-22
1.4397e+00,5.8465e-03,0.0000e+00,-3.9444e-22,-3.9444e-22,-3.9444e-22,-3.9444e-22,-3.9444e-22,-3.9444e-22
1.4597e+00,5.7921e-03,0.0000e+00,-6.5010e-22,-6.5010e-22,-6.5010e-22,-6.5010e-22,-6.5010e-22,-6.5010e-22
1.4800e+00,5.7371e-03,0.0000e+00,-8.0943e-22,-8.0943e-22,-8.0943e-22,-8.0943e-22,-8.0943e-22,-8.0943e-22
1.5006e+00,5.6814e-03,0.0000e+00,-7.4794e-22,-7.4794e-22,-7.4794e-22,-7.4794e-22,-7.4794e-22,-7.4794e-22
1.5215e+00,5.6250e-03,0.0000e+00,-2.9153e-22,-2.9153e-22,-2.9153e-22,-2.9153e-22,-2.9153e-22,-2.9153e-22
1.5427e+00,5.5680e-03,0.0000e+00,1.1042e-22,1.1042e-22,1.1042e-22,1.1042e-22,1.1042e-22,1.1042e-22
1.5642e+00,5.5103e-03,0.0000e+00,8.6863e-23,8.6863e-23,8.6863e-23,8.6863e-23,8.6863e-23,8.6863e-23
1.5860e+00,5.4520e-03,0.0000e+00,5.5585e-23,5.5585e-23,5.5585e-23,5.5585e-23,5.5585e-23,5.5585e-23
1.6081e+00,5.3931e-03,0.0000e+00,2.2533e-23,2.2533e-23,2.2533e-23,2.2533e-23,2.2533e-23,2.2533e-23
1.6305e+00,5.3336e-03,0.0000e+00,-2.2609e-24,-2.2609e-24,-2.2609e-24,-2.2609e-24,-2.2609e-24,-2.2609e-24
1.6532e+00,5.2735e-03,0.0000e+00,-3.5902e-24,-3.5902e-24,-3.5902e-24,-3.5902e-24,-3.5902e-24,-3.5902e-24
1.6762e+00,5.2128e-03,0.0000e+00,-1.1572e-22,-1.1572e-22,-1.1572e-22,-1.1572e-22,-1.1572e-22,-1.1572e-22
1.6995e+00,5.1515e-03,0.0000e+00,-2.6817e-22,-2.6817e-22,-2.6817e-22,-2.6817e-22,-2.6817e-22,-2.6817e-22
1.7232e+00,5.0897e-03,0.0000e+00,-4.2391e-22,-4.2391e-22,-4.2391e-22,-4.2391e-22,-4.2391e-22,-4.2391e-22
1.7472e+00,5.0273e-03,0.0000e+00,-5.6312e-22,-5.6312e-22,-5.6312e-22,-5.6312e-22,-5.6312e-22,-5.6312e-22
1.7715e+00,4.9644e-03,0.0000e+00,-6.5861e-22,-6.5861e-22,-6.5861e-22,-6.5861e-22,-6.5861e-22,-6.5861e-22
1.7962e+00,4.9010e-03,0.0000e+00,-6.7468e-22,-6.7468e-22,-6.7468e-22,-6.7468e-22,-6.7468e-22,-6.7468e-22
1.8212e+00,4.8371e-03,0.0000e+00,-5.6594e-22,-5.6594e-22,-5.6594e-22,-5.6594e-22,-5.6594e-22,-5.6594e-22
1.8466e+00,4.7727e-03,0.0000e+00,-2.7617e-22,-2.7617e-22,-2.7617e-22,-2.7617e-22,-2.7617e-22,-2.7617e-22
1.8723e+00,4.7079e-03,0.0000e+00,7.4295e-23,7.4295e-23,7.4295e-23,7.4295e-23,7.4295e-23,7.4295e-23
1.8984e+00,4.6426e-03,0.0000e+00,1.3650e-22,1.3650e-22,1.3650e-22,1.3650e-22,1.3650e-22,1.3650e-22
1.9248e+00,4.5769e-03,0.0000e+00,2.0942e-22,2.0942e-22,2.0942e-22,2.0942e-22,2.0942e-22,2.0942e-22
1.9516e+00,4.5107e-03,0.0000e+00,2.8412e-22,2.8412e-22,2.8412e-22,2.8412e-22,2.8412e-22,2.8412e-22
1.9788e+00,4.4442e-03,0.0000e+00,3.4428e-22,3.4428e-22,3.4428e-22,3.4428e-22,3.4428e-22,3.4428e-22
2.0063e+00,4.3773e-03,0.0000e+00,3.6280e-22,3.6280e-22,3.6280e-22,3.6280e-22,3.6280e-22,3.6280e-22
2.0343e+00,4.3101e-03,0.0000e+00,2.9970e-22,2.9970e-22,2.9970e-22,2.9970e-22,2.9970e-22,2.9970e-22
2.0626e+00,4.2426e-03,0.0000e+00,9.7673e-23,9.7673e-23,9.7673e-23,9.7673e-23,9.7673e-23,9.7673e-23
2.0913e+00,4.1748e-03,0.0000e+00,1.1792e-22,1.1792e-22,1.1792e-22,1.1792e-22,1.1792e-22,1.1792e-22
2.1204e+00,4.1067e-03,0.0000e+00,3.2150e-22,3.2150e-22,3.2150e-22,3.2150e-22,3.2150e-22,3.2150e-22
2.1500e+00,4.0384e-03,0.0000e+00,5.4099e-22,5.4099e-22,5.4099e-22,5.4099e-22,5.4099e-22,5.4099e-22
2.1799e+00,3.9699e-03,0.0000e+00,7.2797e-22,7.2797e-22,7.2797e-22,7.2797e-22,7.2797e-22,7.2797e-22
2.2103e+00,3.9011e-03,0.0000e+00,8.0545e-22,8.0545e-22,8.0545e-22,8.0545e-22,8.0545e-22,8.0545e-22
2.2410e+00,3.8322e-03,0.0000e+00,6.5940e-22,6.5940e-22,6.5940e-22,6.5940e-22,6.5940e-22,6.5940e-22
2.2723e+00,3.7632e-03,0.0000e+00,1.2866e-22,1.2866e-22,1.2866e-22,1.2866e-22,1.2866e-22,1.2866e-22
2.3039e+00,3.6941e-03,0.0000e+00,1.8964e-22,1.8964e-22,1.8964e-22,1.8964e-22,1.8964e-22,1.8964e-22
2.3360e+00,3.6249e-03,0.0000e+00,5.1275e-22,5.1275e-22,5.1275e-22,5.1275e-22,5.1275e-22,5.1275e-22
2.3685e+00,3.5556e-03,0.0000e+00,8.3360e-22,8.3360e-22,8.3360e-22,8.3360e-22,8.3360e-22,8.3360e-22
2.4015e+00,3.4864e-03,0.0000e+00,1.0527e-21,1.0527e-21,1.0527e-21,1.0527e-21,1.0527e-21,1.0527e-21
2.4349e+00,3.4171e-03,0.0000e+00,1.0169e-21,1.0169e-21,1.0169e-21,1.0169e-21,1.0169e-21,1.0169e-21
2.4688e+00,3.3479e-03,0.0000e+00,5.0435e-22,5.0435e-22,5.0435e-22,5.0435e-22,5.0435e-22,5.0435e-22
2.5032e+00,3.2787e-03,0.0000e+00,1.5007e-22,1.5007e-22,1.5007e-22,1.5007e-22,1.5007e-22,1.5007e-22
2.5381e+00,3.2097e-03,0.0000e+00,4.8924e-22,4.8924e-22,4.8924e-22,4.8924e-22,4.8924e-22,4.8924e-22
2.5734e+00,3.1408e-03,0.0000e+00,8.3167e-22,8.3167e-22,8.3167e-22,8.3167e-22,8.3167e-22,8.3167e-22
2.6093e+00,3.0721e-03,0.0000e+00,1.0582e-21,1.0582e-21,1.0582e-21,1.0582e-21,1.0582e-21,1.0582e-21
2.6456e+00,3.0036e-03,0.0000e+00,9.8105e-22,9.8105e-22,9.8105e-22,9.8105e-22,9.8105e-22,9.8105e-22
2.6824e+00,2.9353e-03,0.0000e+00,3.2420e-22,3.2420e-22,3.2420e-22,3.2420e-22,3.2420e-22,3.2420e-22
2.7198e+00,2.8673e-03,0.0000e+00,2.0342e-22,2.0342e-22,2.0342e-22,2.0342e-22,2.0342e-22,2.0342e-22
2.7577e+00,2.7996e-03,0.0000e+00,5.2830e-22,5.2830e-22,5.2830e-22,5.2830e-22,5.2830e-22,5.2830e-22
2.7961e+00,2.7323e-03,0.0000e+00,8.2022e-22,8.2022e-22,8.2022e-22,8.2022e-22,8.2022e-22,8.2022e-22
2.8350e+00,2.6653e-03,0.0000e+00,9.2200e-22,9.2200e-22,9.2200e-22,9.2200e-22,9.2200e-22,9.2200e-22
2.8745e+00,2.5987e-03,0.0000e+00,5.8839e-22,5.8839e-22,5.8839e-22,5.8839e-22,5.8839e-22,5.8839e-22
2.9145e+00,2.5325e-03,0.0000e+00,3.7848e-23,3.7848e-23,3.7848e-23,3.7848e-23,3.7848e-23,3.7848e-23
2.9551e+00,2.4668e-03,0.0000e+00,1.7188e-22,1.7188e-22,1.7188e-22,1.7188e-22,1.7188e-22,1.7188e-22
2.9962e+00,2.4016e-03,0.0000e+00,3.0748e-22,3.0748e-22,3.0748e-22,3.0748e-22,3.0748e-22,3.0748e-22
3.0380e+00,2.3369e-03,0.0000e+00,3.4531e-22,3.4531e-22,3.4531e-22,3.4531e-22,3.4531e-22,3.4531e-22
3.0803e+00,2.2728e-03,0.0000e+00,1.1741e-22,1.1741e-22,1.1741e-22,1.1741e-22,1.1741e-22,1.1741e-22
3.1232e+00,2.2093e-03,0.0000e+00,8.8154e-23,8.8154e-23,8.8154e-23,8.8154e-23,8.8154e-23,8.8154e-23
3.1667e+00,2.1464e-03,0.0000e+00,2.8878e-22,2.8878e-22,2.8878e-22,2.8878e-22,2.8878e-22,2.8878e-22
3.2108e+00,2.0842e-03,0.0000e+00,4.2582e-22,4.2582e-22,4.2582e-22,4.2582e-22,4.2582e-22,4.2582e-22
3.2555e+00,2.0227e-03,0.0000e+00,3.2958e-22,3.2958e-22,3.2958e-22,3.2958e-22,3.2958e-22,3.2958e-22
3.3008e+00,1.9619e-03,0.0000e+00,4.0933e-23,4.0933e-23,4.0933e-23,4.0933e-23,4.0933e-23,4.0933e-23
3.3468e+00,1.9018e-03,0.0000e+00,1.8904e-22,1.8904e-22,1.8904e-22,1.8904e-22,1.8904e-22,1.8904e-22
3.3934e+00,1.8425e-03,0.0000e+00,3.0720e-22,3.0720e-22,3.0720e-22,3.0720e-22,3.0720e-22,3.0720e-22
3.4406e+00,1.7839e-03,0.0000e+00,2.6850e-22,2.6850e-22,2.6850e-22,2.6850e-22,2.6850e-22,2.6850e-22
3.4885e+00,1.7263e-03,0.0000e+00,-4.0826e-24,-4.0826e-24,-4.0826e-24,-4.0826e-24,-4.0826e-24,-4.0826e-24
3.5371e+00,1.6694e-03,0.0000e+00,1.0018e-22,1.0018e-22,1.0018e-22,1.0018e-22,1.0018e-22,1.0018e-22
3.5864e+00,1.6135e-03,0.0000e+00,1.9462e-22,1.9462e-22,1.9462e-22,1.9462e-22,1.9462e-22,1.9462e-22
3.6363e+00,1.5584e-03,0.0000e+00,1.7731e-22,1.7731e-22,1.7731e-22,1.7731e-22,1.7731e-22,1.7731e-22
3.6869e+00,1.5042e-03,0.0000e+00,2.4173e-23,2.4173e-23,2.4173e-23,2.4173e-23,2.4173e-23,2.4173e-23
3.7383e+00,1.4510e-03,0.0000e+00,1.2542e-22,1.2542e-22,1.2542e-22,1.2542e-22,1.2542e-22,1.2542e-22
3.7903e+00,1.3988e-03,0.0000e+00,1.9424e-22,1.9424e-22,1.9424e-22,1.9424e-22,1.9424e-22,1.9424e-22
3.8431e+00,1.3475e-03,0.0000e+00,1.1516e-22,1.1516e-22,1.1516e-22,1.1516e-22,1.1516e-22,1.1516e-22
3.8966e+00,1.2973e-03,0.0000e+00,2.2677e-23,2.2677e-23,2.2677e-23,2.2677e-23,2.2677e-23,2.2677e-23
3.9509e+00,1.2480e-03,0.0000e+00,8.7385e-23,8.7385e-23,8.7385e-23,8.7385e-23,8.7385e-23,8.7385e-23
4.0059e+00,1.1998e-03,0.0000e+00,1.1148e-22,1.1148e-22,1.1148e-22,1.1148e-22,1.1148e-22,1.1148e-22
4.0617e+00,1.1526e-03,0.0000e+00,1.4676e-24,1.4676e-24,1.4676e-24,1.4676e-24,1.4676e-24,1.4676e-24
4.1183e+00,1.1065e-03,0.0000e+00,6.0170e-23,6.0170e-23,6.0170e-23,6.0170e-23,6.0170e-23,6.0170e-23
4.1756e+00,1.0614e-03,0.0000e+00,1.0351e-22,1.0351e-22,1.0351e-22,1.0351e-22,1.0351e-22,1.0351e-22
4.2338e+00,1.0174e-03,0.0000e+00,5.3523e-23,5.3523e-23,5.3523e-23,5.3523e-23,5.3523e-23,5.3523e-23
4.2927e+00,9.7455e-04,0.0000e+00,1.6164e-23,1.6164e-23,1.6164e-23,1.6164e-23,1.6164e-23,1.6164e-23
4.3525e+00,9.3274e-04,0.0000e+00,5.0970e-23,5.0970e-23,5.0970e-23,5.0970e-23,5.0970e-23,5.0970e-23
4.4131e+00,8.9204e-04,0.0000e+00,4.7298e-23,4.7298e-23,4.7298e-23,4.7298e-23,4.7298e-23,4.7298e-23
4.4746e+00,8.5243e-04,0.0000e+00,1.2507e-23,1.2507e-23,1.2507e-23,1.2507e-23,1.2507e-23,1.2507e-23
4.5369e+00,8.1393e-04,0.0000e+00,4.3236e-23,4.3236e-23,4.3236e-23,4.3236e-23,4.3236e-23,4.3236e-23
4.6001e+00,7.7653e-04,0.0000e+00,4.3676e-23,4.3676e-23,4.3676e-23,4.3676e-23,4.3676e-23,4.3676e-23
4.6641e+00,7.4024e-04,0.0000e+00,2.5435e-24,2.5435e-24,2.5435e-24,2.5435e-24,2.5435e-24,2.5435e-24
4.7291e+00,7.0505e-04,0.0000e+00,2.0939e-23,2.0939e-23,2.0939e-23,2.0939e-23,2.0939e-23,2.0939e-23
4.7949e+00,6.7096e-04,0.0000e+00,2.3716e-23,2.3716e-23,2.3716e-23,2.3716e-23,2.3716e-23,2.3716e-23
4.8617e+00,6.3797e-04,0.0000e+00,5.2695e-24,5.2695e-24,5.2695e-24,5.2695e-24,5.2695e-24,5.2695e-24
4.9294e+00,6.0606e-04,0.0000e+00,2.0211e-23,2.0211e-23,2.0211e-23,2.0211e-23,2.0211e-23,2.0211e-23
4.9980e+00,5.7523e-04,0.0000e+00,1.6641e-23,1.6641e-23,1.6641e-23,1.6641e-23,1.6641e-23,1.6641e-23
5.0676e+00,5.4548e-04,0.0000e+00,-1.1134e-24,-1.1134e-24,-1.1134e-24,-1.1134e-24,-1.1134e-24,-1.1134e-24
5.1382e+00,5.1679e-04,0.0000e+00,8.7611e-25,8.7611e-25,8.7611e-25,8.7611e-25,8.7611e-25,8.7611e-25
5.2098e+00,4.8915e-04,0.0000e+00,6.6815e-25,6.6815e-25,6.6815e-25,6.6815e-25,6.6815e-25,6.6815e-25
5.2823e+00,4.6255e-04,0.0000e+00,2.7493e-23,2.7493e-23,2.7493e-23,2.7493e-23,2.7493e-23,2.7493e-23
5.3559e+00,4.3697e-04,0.0000e+00,6.3901e-23,6.3901e-23,6.3901e-23,6.3901e-23,6.3901e-23,6.3901e-23
5.4304e+00,4.1241e-04,0.0000e+00,7.7424e-23,7.7424e-23,7.7424e-23,7.7424e-23,7.7424e-23,7.7424e-23
5.5061e+00,3.8884e-04,0.0000e+00,2.4260e-23,2.4260e-23,2.4260e-23,2.4260e-23,2.4260e-23,2.4260e-23
5.5827e+00,3.6625e-04,0.0000e+00,5.8932e-23,5.8932e-23,5.8932e-23,5.8932e-23,5.8932e-23,5.8932e-23
5.6605e+00,3.4461e-04,0.0000e+00,1.2802e-22,1.2802e-22,1.2802e-22,1.2802e-22,1.2802e-22,1.2802e-22
5.7393e+00,3.2392e-04,0.0000e+00,1.3706e-22,1.3706e-22,1.3706e-22,1.3706e-22,1.3706e-22,1.3706e-22
5.8192e+00,3.0416e-04,0.0000e+00,5.8013e-25,5.8013e-25,5.8013e-25,5.8013e-25,5.8013e-25,5.8013e-25
5.9003e+00,2.8529e-04,0.0000e+00,-6.1689e-25,-6.1689e-25,-6.1689e-25,-6.1689e-25,-6.1689e-25,-6.1689e-25
5.9824e+00,2.6730e-04,0.0000e+00,-1.4407e-24,-1.4407e-24,-1.4407e-24,-1.4407e-24,-1.4407e-24,-1.4407e-24
6.0657e+00,2.5017e-04,0.0000e+00,6.8673e-26,6.8673e-26,6.8673e-26,6.8673e-26,6.8673e-26,6.8673e-26
6.1502e+00,2.3388e-04,0.0000e+00,4.3452e-25,4.3452e-25,4.3452e-25,4.3452e-25,4.3452e-25,4.3452e-25
6.2358e+00,2.1840e-04,0.0000e+00,9.5676e-25,9.5676e-25,9.5676e-25,9.5676e-25,9.5676e-25,9.5676e-25
6.3227e+00,2.0371e-04,0.0000e+00,4.7673e-24,4.7673e-24,4.7673e-24,4.7673e-24,4.7673e-24,4.7673e-24
6.4107e+00,1.8979e-04,0.0000e+00,1.6140e-24,1.6140e-24,1.6140e-24,1.6140e-24,1.6140e-24,1.6140e-24
6.5000e+00,1.7661e-04,0.0000e+00,3.7522e-24,3.7522e-24,3.7522e-24,3.7522e-24,3.7522e-24,3.7522e-24
6.5905e+00,1.6414e-04,0.0000e+00,2.5330e-24,2.5330e-24,2.5330e-24,2.5330e-24,2.5330e-24,2.5330e-24
6.6823e+00,1.5237e-04,0.0000e+00,1.2378e-24,1.2378e-24,1.2378e-24,1.2378e-24,1.2378e-24,1.2378e-24
6.7753e+00,1.4127e-04,0.0000e+00,-3.2602e-25,-3.2602e-25,-3.2602e-25,-3.2602e-25,-3.2602e-25,-3.2602e-25
6.8697e+00,1.3082e-04,0.0000e+00,-4.5900e-25,-4.5900e-25,-4.5900e-25,-4.5900e-25,-4.5900e-25,-4.5900e-25
6.9654e+00,1.2098e-04,0.0000e+00,-1.5137e-24,-1.5137e-24,-1.5137e-24,-1.5137e-24,-1.5137e-24,-1.5137e-24
7.0624e+00,1.1174e-04,0.0000e+00,-1.1942e-24,-1.1942e-24,-1.1942e-24,-1.1942e-24,-1.1942e-24,-1.1942e-24
7.1607e+00,1.0307e-04,0.0000e+00,-9.0577e-25,-9.0577e-25,-9.0577e-25,-9.0577e-25,-9.0577e-25,-9.0577e-25
7.2604e+00,9.4941e-05,0.0000e+00,-1.6464e-24,-1.6464e-24,-1.6464e-24,-1.6464e-24,-1.6464e-24,-1.6464e-24
7.3615e+00,8.7338e-05,0.0000e+00,-3.5051e-25,-3.5051e-25,-3.5051e-25,-3.5051e-25,-3.5051e-25,-3.5051e-25
7.4640e+00,8.0235e-05,0.0000e+00,-1.3539e-24,-1.3539e-24,-1.3539e-24,-1.3539e-24,-1.3539e-24,-1.3539e-24
7.5680e+00,7.3606e-05,0.0000e+00,-6.9129e-25,-6.9129e-25,-6.9129e-25,-6.9129e-25,-6.9129e-25,-6.9129e-25
7.6734e+00,6.7431e-05,0.0000e+00,-8.4840e-25,-8.4840e-25,-8.4840e-25,-8.4840e-25,-8.4840e-25,-8.4840e-25
7.7802e+00,6.1684e-05,0.0000e+00,-1.0446e-24,-1.0446e-24,-1.0446e-24,-1.0446e-24,-1.0446e-24,-1.0446e-24
7.8886e+00,5.6346e-05,0.0000e+00,-4.8196e-25,-4.8196e-25,-4.8196e-25,-4.8196e-25,-4.8196e-25,-4.8196e-25
7.9984e+00,5.1394e-05,0.0000e+00,-9.4576e-25,-9.4576e-25,-9.4576e-25,-9.4576e-25,-9.4576e-25,-9.4576e-25
8.1098e+00,4.6807e-05,0.0000e+00,-2.5667e-25,-2.5667e-25,-2.5667e-25,-2.5667e-25,-2.5667e-25,-2.5667e-25
8.2227e+00,4.2565e-05,0.0000e+00,-7.2918e-25,-7.2918e-25,-7.2918e-25,-7.2918e-25,-7.2918e-25,-7.2918e-25
8.3372e+00,3.8648e-05,0.0000e+00,-9.5711e-26,-9.5711e-26,-9.5711e-26,-9.5711e-26,-9.5711e-26,-9.5711e-26
8.4533e+00,3.5036e-05,0.0000e+00,-1.9147e-25,-1.9147e-25,-1.9147e-25,-1.9147e-25,-1.9147e-25,-1.9147e-25
8.5710e+00,3.1712e-05,0.0000e+00,-1.3553e-25,-1.3553e-25,-1.3553e-25,-1.3553e-25,-1.3553e-25,-1.3553e-25
8.6904e+00,2.8657e-05,0.0000e+00,-3.1070e-25,-3.1070e-25,-3.1070e-25,-3.1070e-25,-3.1070e-25,-3.1070e-25
8.8114e+00,2.5854e-05,0.0000e+00,-1.0797e-25,-1.0797e-25,-1.0797e-25,-1.0797e-25,-1.0797e-25,-1.0797e-25
8.9341e+00,2.3287e-05,0.0000e+00,-1.7129e-25,-1.7129e-25,-1.7129e-25,-1.7129e-25,-1.7129e-25,-1.7129e-25
9.0585e+00,2.0940e-05,0.0000e+00,-1.3036e-25,-1.3036e-25,-1.3036e-25,-1.3036e-25,-1.3036e-25,-1.3036e-25
9.1847e+00,1.8797e-05,0.0000e+00,-1.0086e-25,-1.0086e-25,-1.0086e-25,-1.0086e-25,-1.0086e-25,-1.0086e-25
9.3126e+00,1.6845e-05,0.0000e+00,-1.0712e-25,-1.0712e-25,-1.0712e-25,-1.0712e-25,-1.0712e-25,-1.0712e-25
9.4423e+00,1.5068e-05,0.0000e+00,-5.4262e-26,-5.4262e-26,-5.4262e-26,-5.4262e-26,-5.4262e-26,-5.4262e-26
9.5737e+00,1.3456e-05,0.0000e+00,-1.0175e-25,-1.0175e-25,-1.0175e-25,-1.0175e-25,-1.0175e-25,-1.0175e-25
9.7071e+00,1.1994e-05,0.0000e+00,-2.3371e-26,-2.3371e-26,-2.3371e-26,-2.3371e-26,-2.3371e-26,-2.3371e-26
9.8422e+00,1.0671e-05,0.0000e+00,-4.1195e-26,-4.1195e-26,-4.1195e-26,-4.1195e-26,-4.1195e-26,-4.1195e-26
9.9793e+00,9.4772e-06,0.0000e+00,-1.1833e-25,-1.1833e-25,-1.1833e-25,-1.1833e-25,-1.1833e-25,-1.1833e-25
1.0118e+01,8.4009e-06,0.0000e+00,-8.2876e-26,-8.2876e-26,-8.2876e-26,-8.2876e-26,-8.2876e-26,-8.2876e-26
1.0259e+01,7.4325e-06,0.0000e+00,-2.5790e-27,-2.5790e-27,-2.5790e-27,-2.5790e-27,-2.5790e-27,-2.5790e-27
1.0402e+01,6.5631e-06,0.0000e+00,-3.0385e-26,-3.0385e-26,-3.0385e-26,-3.0385e-26,-3.0385e-26,-3.0385e-26
1.0547e+01,5.7840e-06,0.0000e+00,-2.6783e-26,-2.6783e-26,-2.6783e-26,-2.6783e-26,-2.6783e-26,-2.6783e-26
1.0694e+01,5.0873e-06,0.0000e+00,5.1813e-27,5.1813e-27,5.1813e-27,5.1813e-27,5.1813e-27,5.1813e-27
1.0843e+01,4.4655e-06,0.0000e+00,7.7214e-27,7.7214e-27,7.7214e-27,7.7214e-27,7.7214e-27,7.7214e-27
