# x         Y_DM           Y_eq_DM         Y_Coannihilator           Y_eq_Coannihilator
2.289950787442440738e+00 2.793330489359461492e-03 2.793330488180768498e-03 8.900827490447600762e-04 8.900827493613221739e-04
2.321177461020235810e+00 2.742518614561428435e-03 2.742518613323421343e-03 8.731224139461542027e-04 8.731224142798887618e-04
2.358005630085180826e+00 2.683410041329963545e-03 2.683410040015146800e-03 8.534143145882171688e-04 8.534143149435242069e-04
2.394833799150125841e+00 2.625192206897528774e-03 2.625192205501490541e-03 8.340261962413343536e-04 8.340261966195898317e-04
2.431661968215070857e+00 2.567869631963915628e-03 2.567869630483276665e-03 8.149588510006495730e-04 8.149588514030823259e-04
2.468490137280015873e+00 2.511445701883205373e-03 2.511445700311204163e-03 7.962126881166760794e-04 7.962126885449132777e-04
2.505318306344960888e+00 2.455922726952860027e-03 2.455922725284950727e-03 7.777877558756343809e-04 7.777877563312853059e-04
2.542146475409905904e+00 2.401302000599976789e-03 2.401301998831163829e-03 7.596837626506733375e-04 7.596837631353067213e-04
2.579348831181553336e+00 2.347042691497306603e-03 2.347042689618596741e-03 7.417210500249899916e-04 7.417210505409339415e-04
2.616551186953200769e+00 2.293703800043786229e-03 2.293703798049157808e-03 7.240842658751279592e-04 7.240842664244177395e-04
2.653753542724848202e+00 2.241283840564443734e-03 2.241283838447492155e-03 7.067721761575700189e-04 7.067721767422097774e-04
2.690955898496495635e+00 2.189780490587968798e-03 2.189780488338977874e-03 6.897832726828601437e-04 6.897832733054234510e-04
2.728158254268143068e+00 2.139190641432600626e-03 2.139190639043843899e-03 6.731157911679855723e-04 6.731157918310188941e-04
2.765360610039790501e+00 2.089510446814077209e-03 2.089510444277119586e-03 6.567677285250886126e-04 6.567677292311834090e-04
2.803342205253174235e+00 2.039723369765966340e-03 2.039723367065394369e-03 6.404044516766220106e-04 6.404044524300516643e-04
2.841323800466557969e+00 1.990874199142103531e-03 1.990874196267174070e-03 6.243692046818350100e-04 6.243692054860406704e-04
2.879305395679941704e+00 1.942956757719854982e-03 1.942956754659220554e-03 6.086591901059315406e-04 6.086591909644131207e-04
2.917286990893325438e+00 1.895964259332185917e-03 1.895964256069864297e-03 5.932714190175315339e-04 5.932714199347724265e-04
2.955268586106709172e+00 1.849889352428581287e-03 1.849889348950315218e-03 5.782027262565117348e-04 5.782027272370091021e-04
2.993250181320092906e+00 1.804724161709426403e-03 1.804724158030026520e-03 5.634497849899343207e-04 5.634497860289774127e-04
3.032231828646940297e+00 1.759306964386206070e-03 1.759306960547688242e-03 5.486330858109634548e-04 5.486330868949136587e-04
3.071213475973787688e+00 1.714829687237677969e-03 1.714829683234891586e-03 5.341414200295269143e-04 5.341414211600317838e-04
3.110195123300635078e+00 1.671282351799829998e-03 1.671282347625456261e-03 5.199707487841675069e-04 5.199707499628740534e-04
3.149176770627482469e+00 1.628654565356394942e-03 1.628654561007808130e-03 5.061169116105430519e-04 5.061169128390973111e-04
3.188158417954329860e+00 1.586935558345239005e-03 1.586935553813911869e-03 4.925756392744736140e-04 4.925756405546290661e-04
3.227140065281177250e+00 1.546114219894794773e-03 1.546114215172132841e-03 4.793425659293390419e-04 4.793425672627720261e-04
3.263706906632752425e+00 1.508627468934356421e-03 1.508627464030378807e-03 4.672054360408162978e-04 4.672054374262816622e-04
3.300273747984327599e+00 1.471910923790129781e-03 1.471910918696076346e-03 4.553318541629726738e-04 4.553318556019859162e-04
3.336840589335902774e+00 1.435954747140511054e-03 1.435954741852962444e-03 4.437180367252148384e-04 4.437180382196054956e-04
3.373407430687477948e+00 1.400748931614288371e-03 1.400748926124549716e-03 4.323601572633482457e-04 4.323601588149061730e-04
3.409974272039053123e+00 1.366283319786688920e-03 1.366283314086918187e-03 4.212543531278999435e-04 4.212543547384881254e-04
3.446541113390628297e+00 1.332547623190732207e-03 1.332547617275995190e-03 4.103967318290013084e-04 4.103967335007191941e-04
3.481515632200175236e+00 1.300954306222831163e-03 1.300954300094038811e-03 4.002405078222911658e-04 4.002405095543280431e-04
3.516490151009722176e+00 1.270010021428813170e-03 1.270010015079040900e-03 3.903042978487787445e-04 3.903042996430622163e-04
3.551464669819269115e+00 1.239705518201716363e-03 1.239705511627333182e-03 3.805846486322901319e-04 3.805846504908242376e-04
3.586439188628816055e+00 1.210031491016909074e-03 1.210031484206212319e-03 3.710781000000676886e-04 3.710781019246788210e-04
3.621413707438362994e+00 1.180978591092626730e-03 1.180978584040887763e-03 3.617811886942997527e-04 3.617811906876085911e-04
3.656388226247909934e+00 1.152537437489958676e-03 1.152537430186975154e-03 3.526904519687047712e-04 3.526904540326262875e-04
3.696440806448100691e+00 1.120706139922520144e-03 1.120706132323519939e-03 3.425285988758277646e-04 3.425286010237288707e-04
3.736493386648291448e+00 1.089650656539820940e-03 1.089650648634794480e-03 3.326274180525601244e-04 3.326274202873904465e-04
3.776545966848482205e+00 1.059356845887185830e-03 1.059356837662516187e-03 3.229817444766219141e-04 3.229817468017249149e-04
3.816598547048672962e+00 1.029810581768881910e-03 1.029810573210792777e-03 3.135864365935422731e-04 3.135864390123440314e-04
3.856651127248863720e+00 1.000997769314656031e-03 1.000997760413200720e-03 3.044363813702175210e-04 3.044363838864186356e-04
3.896703707449054477e+00 9.729043599859249882e-04 9.729043507249105069e-04 2.955264989739449558e-04 2.955265015913092347e-04
3.934572436758360325e+00 9.469917352396505211e-04 9.469917256302272379e-04 2.873187575634230198e-04 2.873187602798810462e-04
3.972441166067666174e+00 9.216979343395322521e-04 9.216979243693113142e-04 2.793169769394990721e-04 2.793169797570046325e-04
4.010309895376972023e+00 8.970112622339622682e-04 8.970112519738709890e-04 2.715169654319306010e-04 2.715169683299891302e-04
4.048178624686277871e+00 8.729201002219952104e-04 8.729200896646416080e-04 2.639145698224656012e-04 2.639145728021384790e-04
4.086047353995583720e+00 8.494129135993664249e-04 8.494129027373670824e-04 2.565056777536277679e-04 2.565056808178538326e-04
4.123916083304889568e+00 8.264782590424199580e-04 8.264782478704193504e-04 2.492862198606001422e-04 2.492862230099893660e-04
4.166790166216969737e+00 8.011889371529132015e-04 8.011889256214716013e-04 2.413360972523667040e-04 2.413361005013673819e-04
4.209664249129049907e+00 7.766026583008693715e-04 7.766026463997935435e-04 2.336178706540924786e-04 2.336178740047112248e-04
4.252538332041130076e+00 7.527033019070390480e-04 7.527032896261179763e-04 2.261258518365594412e-04 2.261258552911066364e-04
4.295412414953210245e+00 7.294749390489104921e-04 7.294749263803970100e-04 2.188544349610279044e-04 2.188544385223409599e-04
4.338286497865290414e+00 7.069018411356600522e-04 7.069018280679929865e-04 2.117980989097325846e-04 2.117981025801332379e-04
4.381160580777370583e+00 6.849684876714063958e-04 6.849684741975482988e-04 2.049514093167898636e-04 2.049514130991816354e-04
4.431104678836661925e+00 6.602046208969636820e-04 6.602046069344401618e-04 1.972329350644544529e-04 1.972329389804901886e-04
4.481048776895953267e+00 6.362643093751910390e-04 6.362642949098410057e-04 1.897834032316728602e-04 1.897834072851394883e-04
4.530992874955244609e+00 6.131241567233650189e-04 6.131241417391719876e-04 1.825946857946667760e-04 1.825946899893156632e-04
4.580936973014535951e+00 5.907611950106666631e-04 5.907611794961134793e-04 1.756588251573030861e-04 1.756588294973792362e-04
4.630881071073827293e+00 5.691528929131938657e-04 5.691528768501326113e-04 1.689680357089821570e-04 1.689680401983509675e-04
4.680825169133118635e+00 5.482771623360304779e-04 5.482771457088589416e-04 1.625147048983494036e-04 1.625147095412991110e-04
4.725312885621442582e+00 5.302814251199294534e-04 5.302814079757338850e-04 1.569603213729525704e-04 1.569603261562465299e-04
4.769800602109766530e+00 5.128347690207985280e-04 5.128347513467045688e-04 1.515833002040509647e-04 1.515833051312494794e-04
4.814288318598090477e+00 4.959224888490634288e-04 4.959224706323924186e-04 1.463786095836539945e-04 1.463786146584383102e-04
4.858776035086414424e+00 4.795301669254033346e-04 4.795301481490686808e-04 1.413413268834015461e-04 1.413413321091287322e-04
4.903263751574738372e+00 4.636436735940448737e-04 4.636436542462204786e-04 1.364666382493939193e-04 1.364666436303160540e-04
4.947751468063062319e+00 4.482491672936057912e-04 4.482491473570984308e-04 1.317498380554215699e-04 1.317498435950908249e-04
5.008864286488618589e+00 4.278790424574455326e-04 4.278790217889118621e-04 1.255193708107194667e-04 1.255193765466260623e-04
5.069977104914174859e+00 4.083775339301894190e-04 4.083775125313210104e-04 1.195665941737149903e-04 1.195666001021129945e-04
5.131089923339731129e+00 3.897114040490080606e-04 3.897113819011849343e-04 1.138802920600136796e-04 1.138802981866362043e-04
5.192202741765287399e+00 3.718484221264302001e-04 3.718483992143290558e-04 1.084496185922068003e-04 1.084496249228378474e-04
5.253315560190843669e+00 3.547573541180562540e-04 3.547573304192283604e-04 1.032640922689298074e-04 1.032640988071042418e-04
5.305402212725147670e+00 3.407771718734311844e-04 3.407771474859289671e-04 9.903035384564841208e-05 9.903036056426993438e-05
5.357488865259451671e+00 3.273175627562880047e-04 3.273175376699319979e-04 9.496126968868318389e-05 9.496127659199221725e-05
5.409575517793755672e+00 3.143608611083019790e-04 3.143608353046272981e-04 9.105095597915597520e-05 9.105096307035658097e-05
5.461662170328059673e+00 3.018898995477201758e-04 3.018898730123107809e-04 8.729370777302267767e-05 8.729371505592617886e-05
5.513748822862363674e+00 2.898880013396558982e-04 2.898879740604425590e-04 8.368399558820091544e-05 8.368400306693335184e-05
5.565835475396667675e+00 2.783389723991356495e-04 2.783389443558049168e-04 8.021646190537154203e-05 8.021646958319693138e-05
5.636722916109313530e+00 2.633206459520192970e-04 2.633206168438344133e-04 7.571642155029208773e-05 7.571642950565463917e-05
5.707610356821959385e+00 2.490738206072881677e-04 2.490737904064798964e-04 7.145754117356629064e-05 7.145754941404964600e-05
5.778497797534605240e+00 2.355618083127107543e-04 2.355617769846977624e-04 6.742777672216046969e-05 6.742778525500719435e-05
5.849385238247251095e+00 2.227494348872143253e-04 2.227494024004455706e-04 6.361561491205998463e-05 6.361562374512341571e-05
5.920272678959896950e+00 2.106029967669958199e-04 2.106029630866975506e-04 6.001005583911831224e-05 6.001006498028392668e-05
5.991160119672542805e+00 1.990902170814251755e-04 1.990901822469435492e-04 5.660059561068695111e-05 5.660060504819476709e-05
6.078815137943780478e+00 1.856844689000633963e-04 1.856844326585869965e-04 5.264091547528993321e-05 5.264092527038941814e-05
6.166470156215018150e+00 1.731448602808994359e-04 1.731448225951879780e-04 4.894779468036714916e-05 4.894780484173564736e-05
6.254125174486255823e+00 1.614187991013046636e-04 1.614187599325532236e-04 4.550428000090840148e-05 4.550429053967625114e-05
6.341780192757493495e+00 1.504565673762933925e-04 1.504565266811940839e-04 4.229440006010798495e-05 4.229441098001562258e-05
6.429435211028731167e+00 1.402111958733370301e-04 1.402111536121308311e-04 3.930311821555210661e-05 3.930312952951236653e-05
6.517090229299968840e+00 1.306383407835034994e-04 1.306382969134238926e-04 3.651628668849127963e-05 3.651629840541353221e-05
6.590105072241666306e+00 1.231475231383203067e-04 1.231474778911766012e-04 3.434137863266805400e-05 3.434139069120742204e-05
6.663119915183363773e+00 1.160713492516904957e-04 1.160713026022185584e-04 3.229182171375319274e-05 3.229183412268021451e-05
6.736134758125061239e+00 1.093880092584718818e-04 1.093879611707237564e-04 3.036072189813672481e-05 3.036073466252373515e-05
6.809149601066758706e+00 1.030767507768643300e-04 1.030767012225999109e-04 2.854153764135134745e-05 2.854155076931425014e-05
6.882164444008456172e+00 9.711783497207822585e-05 9.711778391470451066e-05 2.682806409967816946e-05 2.682807759695347819e-05
6.955179286950153639e+00 9.149249372600561981e-05 9.149244115697828224e-05 2.521441783722006737e-05 2.521443170601489589e-05
7.029545415912764383e+00 8.608749009308230523e-05 8.608743603709028216e-05 2.366775693759037494e-05 2.366777116792268391e-05
7.103911544875375128e+00 8.099211950264565319e-05 8.099206393044875742e-05 2.221328774995510834e-05 2.221330234727968153e-05
7.178277673837985873e+00 7.618939542049026786e-05 7.618933830503577139e-05 2.084572927167072234e-05 2.084574424231401156e-05
7.252643802800596617e+00 7.166320371772752344e-05 7.166314503036378466e-05 1.956008557872451908e-05 1.956010092803745846e-05
7.327009931763207362e+00 6.739826271712768256e-05 6.739820242711750211e-05 1.835163189162280844e-05 1.835164762534081731e-05
7.401376060725818107e+00 6.338008464944460546e-05 6.338002272909260806e-05 1.721590119873328076e-05 1.721591732323759363e-05
7.474342669608327050e+00 5.966410133516789429e-05 5.966403778545350753e-05 1.616814819798182857e-05 1.616816471143074849e-05
7.547309278490835993e+00 5.616016404914079223e-05 5.616009884295341880e-05 1.518257101229566405e-05 1.518258792115111050e-05
7.620275887373344936e+00 5.285661449168337761e-05 5.285654759472045320e-05 1.425560414521882042e-05 1.425562145374840796e-05
7.693242496255853879e+00 4.974240125030507593e-05 4.974233263622893775e-05 1.338387671630027288e-05 1.338389443143567193e-05
7.766209105138362823e+00 4.680705092884392707e-05 4.680698056707394811e-05 1.256420264529935678e-05 1.256422077276457544e-05
7.839175714020871766e+00 4.404064038482924924e-05 4.404056824651053387e-05 1.179357125043866962e-05 1.179358979681343441e-05
7.907573447525662047e+00 4.159249086322036143e-05 4.159241702699579884e-05 1.111319522236345887e-05 1.111321416558749294e-05
7.975971181030452328e+00 3.927717910590471220e-05 3.927710360321892333e-05 1.047119525693846629e-05 1.047121458819582024e-05
8.044368914535242610e+00 3.708772799186064079e-05 3.708765082817049648e-05 9.865470697230967816e-06 9.865490414213747903e-06
8.112766648040032891e+00 3.501751026540979371e-05 3.501743141197298596e-05 9.294031140513972990e-06 9.294051246908219271e-06
8.181164381544823172e+00 3.306023216651878975e-05 3.306015160080245322e-05 8.754991014043638972e-06 8.755011513903147795e-06
8.249562115049613453e+00 3.120991782527032012e-05 3.120983552419417581e-05 8.246564379121665712e-06 8.246585277389399484e-06
8.324256603690516343e+00 2.930477832117562954e-05 2.930469409887968306e-05 7.724313416226085227e-06 7.724334755313127612e-06
8.398951092331419233e+00 2.751344713377039050e-05 2.751336095905247562e-05 7.234476303395406047e-06 7.234498087700986983e-06
8.473645580972322122e+00 2.582931701799745115e-05 2.582922885837321737e-05 6.775093528924972651e-06 6.775115763131072682e-06
8.548340069613225012e+00 2.424614939660280695e-05 2.424605922535099059e-05 6.344319847060947484e-06 6.344342537402531242e-06
8.623034558254127901e+00 2.275805498933022929e-05 2.275796277604027400e-05 5.940417960220965323e-06 5.940441111834342344e-06
8.697729046895030791e+00 2.135947533409434073e-05 2.135938104951734165e-05 5.561752513886862825e-06 5.561776132731143675e-06
8.770415151334139736e+00 2.007944512712742032e-05 2.007934879388409703e-05 5.216031419056313563e-06 5.216055496641514216e-06
8.843101255773248681e+00 1.887464883501391072e-05 1.887455042625512807e-05 4.891414464147208646e-06 4.891439006324059260e-06
8.915787360212357626e+00 1.774077482642971802e-05 1.774067431460154504e-05 4.586643042534448480e-06 4.586668054989824925e-06
8.988473464651466571e+00 1.667375017606562983e-05 1.667364759942695574e-05 4.300531322297238751e-06 4.300556790703685452e-06
9.000000000000000000e+00 1.651042553265474314e-05 1.651032262789843953e-05 4.256799216322266565e-06 4.256824757047698511e-06
9.000000000000000000e+00 1.651042553265474314e-05 1.651032262789843953e-05 4.256799216322266565e-06 4.256824757047698511e-06
9.000000656249993014e+00 1.651041629341642856e-05 1.651031337398942283e-05 4.256796753211766735e-06 4.256822279688142780e-06
9.000001312499986028e+00 1.651040728194380644e-05 1.651030412008548494e-05 4.256794513165146386e-06 4.256819802330014300e-06
9.000001416074161043e+00 1.651040576691972816e-05 1.651030265956712301e-05 4.256794068772638602e-06 4.256819411335352048e-06
9.000001519648336057e+00 1.651040424233330859e-05 1.651030119904889321e-05 4.256793615015274413e-06 4.256819020340741465e-06
9.000001638757419542e+00 1.651040250169117635e-05 1.651029951947025382e-05 4.256793105553510967e-06 4.256818570701566763e-06
9.000001757866503027e+00 1.651040078619915992e-05 1.651029783989178723e-05 4.256792620722577090e-06 4.256818121062439494e-06
9.000001876975586512e+00 1.651039908906471238e-05 1.651029616031349004e-05 4.256792153870181793e-06 4.256817671423358812e-06
9.000001996084204592e+00 1.651039740009188807e-05 1.651029448074191829e-05 4.256791695006243159e-06 4.256817221786092475e-06
9.000002115192822671e+00 1.651039571480791935e-05 1.651029280117050917e-05 4.256791239755019478e-06 4.256816772148854937e-06
9.000002234301440751e+00 1.651039403180654518e-05 1.651029112159927624e-05 4.256790786739291927e-06 4.256816322511670762e-06
9.000002353410518907e+00 1.651039235028281998e-05 1.651028944202172444e-05 4.256790335175355130e-06 4.256815872872806073e-06
9.000002472519597063e+00 1.651039066961948375e-05 1.651028776244433527e-05 4.256789884454065344e-06 4.256815423233976960e-06
9.000002591628675219e+00 1.651038898942693860e-05 1.651028608286708840e-05 4.256789434193874037e-06 4.256814973595195281e-06
9.000002710737389222e+00 1.651038730950464100e-05 1.651028440329520156e-05 4.256788984194706944e-06 4.256814523957835770e-06
9.000002829846103225e+00 1.651038562973704889e-05 1.651028272372344685e-05 4.256788534347075739e-06 4.256814074320523693e-06
9.000002948954817228e+00 1.651038395005956076e-05 1.651028104415186155e-05 4.256788084587708756e-06 4.256813624683264133e-06
9.000003068062552458e+00 1.651038227044752116e-05 1.651027936459424891e-05 4.256787634882646748e-06 4.256813175049746763e-06
9.000003187170287688e+00 1.651038059086498881e-05 1.651027768503680567e-05 4.256787185206498211e-06 4.256812725416264122e-06
9.000003306278022919e+00 1.651037891129940728e-05 1.651027600547952506e-05 4.256786735546971848e-06 4.256812275782838232e-06
9.000003425376352340e+00 1.651037723187625603e-05 1.651027432605505245e-05 4.256786285932561000e-06 4.256811826184955539e-06
9.000003544474681760e+00 1.651037555245876297e-05 1.651027264663074585e-05 4.256785836323703301e-06 4.256811376587126209e-06
9.000003782671338826e+00 1.651037219363101727e-05 1.651026928778264426e-05 4.256784937113124155e-06 4.256810477391609850e-06
9.000004020867995891e+00 1.651036883480911949e-05 1.651026592893522368e-05 4.256784037908322621e-06 4.256809578196292544e-06
9.000004259064652956e+00 1.651036547598960357e-05 1.651026257008847057e-05 4.256783138705890238e-06 4.256808679001152267e-06
9.000006641031232490e+00 1.651033188781639267e-05 1.651022898165767355e-05 4.256774146701969739e-06 4.256799687059974039e-06
9.000009022997812025e+00 1.651029829967766955e-05 1.651019539329388024e-05 4.256765154723268798e-06 4.256790695137462723e-06
9.000032842663605592e+00 1.650996242150480988e-05 1.650985951334128915e-05 4.256675236098225965e-06 4.256700776937970089e-06
9.000056662329399160e+00 1.650962654926668656e-05 1.650952364008920301e-05 4.256585319525631207e-06 4.256610860603392437e-06
9.000294858987325952e+00 1.650626820087860747e-05 1.650616527606685066e-05 4.255686255058724351e-06 4.255711799819692309e-06
9.000533055645252745e+00 1.650291051401338039e-05 1.650280758195047946e-05 4.254787379106852749e-06 4.254812925485947557e-06
9.000904837834507788e+00 1.649767111170796576e-05 1.649756816316059411e-05 4.253384777434228851e-06 4.253410316669134379e-06
9.001276620023762831e+00 1.649243329852279820e-05 1.649233037555635010e-05 4.251982606145195759e-06 4.252008161838703617e-06
9.001648402213017874e+00 1.648719717542895517e-05 1.648709421864267701e-05 4.250580911898531185e-06 4.250606460851118762e-06
