 x ,            1  ,            2  ,            3  ,            4  ,            5  ,            6  ,            7  ,            8  ,            9  ,           10  ,           11  ,           12  ,           13  ,           14  ,           15  ,           16  ,           17  ,           18  , 
   20.800000000000001       ,    9.1974763011131331E-012  ,    9.1974763011131331E-012  ,    9.1974763011131331E-012  ,    9.1974763011131331E-012  ,    9.1974763011131331E-012  ,    9.1974763011131331E-012  ,    8.3578201599264151E-010  ,    8.3578201599264151E-010  ,    8.3578201599264151E-010  ,    8.3578201599264151E-010  ,    8.3578201599264151E-010  ,    8.3578201599264151E-010  ,    2.3591609255162596E-013  ,    2.3591609255162596E-013  ,    2.3591609255162596E-013  ,    2.3591609255162596E-013  ,    2.3591609255162596E-013  ,    2.3591609255162596E-013  , 
   21.789999999999999       ,    9.1679999078199761E-012  ,    9.1679999078199761E-012  ,    9.1679999078199761E-012  ,    9.1679999078199761E-012  ,    9.1679999078199761E-012  ,    9.1679999078199761E-012  ,    8.3748355018779821E-010  ,    8.3748355018779821E-010  ,    8.3748355018779821E-010  ,    8.3748355018779821E-010  ,    8.3748355018779821E-010  ,    8.3748355018779821E-010  ,    2.3663610746118883E-013  ,    2.3663610746118883E-013  ,    2.3663610746118883E-013  ,    2.3663610746118883E-013  ,    2.3663610746118883E-013  ,    2.3663610746118883E-013  , 
   22.780000000000001       ,    9.1417760284146213E-012  ,    9.1417760284146213E-012  ,    9.1417760284146213E-012  ,    9.1417760284146213E-012  ,    9.1417760284146213E-012  ,    9.1417760284146213E-012  ,    8.3905518307261835E-010  ,    8.3905518307261835E-010  ,    8.3905518307261835E-010  ,    8.3905518307261835E-010  ,    8.3905518307261835E-010  ,    8.3905518307261835E-010  ,    2.3729828201464596E-013  ,    2.3729828201464596E-013  ,    2.3729828201464596E-013  ,    2.3729828201464596E-013  ,    2.3729828201464596E-013  ,    2.3729828201464596E-013  , 
   23.770000000000000       ,    9.1183112742231757E-012  ,    9.1183112742231757E-012  ,    9.1183112742231757E-012  ,    9.1183112742231757E-012  ,    9.1183112742231757E-012  ,    9.1183112742231757E-012  ,    8.4051111380982940E-010  ,    8.4051111380982940E-010  ,    8.4051111380982940E-010  ,    8.4051111380982940E-010  ,    8.4051111380982940E-010  ,    8.4051111380982940E-010  ,    2.3790929042555379E-013  ,    2.3790929042555379E-013  ,    2.3790929042555379E-013  ,    2.3790929042555379E-013  ,    2.3790929042555379E-013  ,    2.3790929042555379E-013  , 
   24.760000000000002       ,    9.0972051834416360E-012  ,    9.0972051834416360E-012  ,    9.0972051834416360E-012  ,    9.0972051834416360E-012  ,    9.0972051834416360E-012  ,    9.0972051834416360E-012  ,    8.4186356527426102E-010  ,    8.4186356527426102E-010  ,    8.4186356527426102E-010  ,    8.4186356527426102E-010  ,    8.4186356527426102E-010  ,    8.4186356527426102E-010  ,    2.3847482262632127E-013  ,    2.3847482262632127E-013  ,    2.3847482262632127E-013  ,    2.3847482262632127E-013  ,    2.3847482262632127E-013  ,    2.3847482262632127E-013  , 
   25.750000000000000       ,    9.0781296458666128E-012  ,    9.0781296458666128E-012  ,    9.0781296458666128E-012  ,    9.0781296458666128E-012  ,    9.0781296458666128E-012  ,    9.0781296458666128E-012  ,    8.4312311243054944E-010  ,    8.4312311243054944E-010  ,    8.4312311243054944E-010  ,    8.4312311243054944E-010  ,    8.4312311243054944E-010  ,    8.4312311243054944E-010  ,    2.3899975832761693E-013  ,    2.3899975832761693E-013  ,    2.3899975832761693E-013  ,    2.3899975832761693E-013  ,    2.3899975832761693E-013  ,    2.3899975832761693E-013  , 
   26.739999999999998       ,    9.0608135038080100E-012  ,    9.0608135038080100E-012  ,    9.0608135038080100E-012  ,    9.0608135038080100E-012  ,    9.0608135038080100E-012  ,    9.0608135038080100E-012  ,    8.4429894820953690E-010  ,    8.4429894820953690E-010  ,    8.4429894820953690E-010  ,    8.4429894820953690E-010  ,    8.4429894820953690E-010  ,    8.4429894820953690E-010  ,    2.3948830562487017E-013  ,    2.3948830562487017E-013  ,    2.3948830562487017E-013  ,    2.3948830562487017E-013  ,    2.3948830562487017E-013  ,    2.3948830562487017E-013  , 
   27.730000000000000       ,    9.0450308835866085E-012  ,    9.0450308835866085E-012  ,    9.0450308835866085E-012  ,    9.0450308835866085E-012  ,    9.0450308835866085E-012  ,    9.0450308835866085E-012  ,    8.4539910011490316E-010  ,    8.4539910011490316E-010  ,    8.4539910011490316E-010  ,    8.4539910011490316E-010  ,    8.4539910011490316E-010  ,    8.4539910011490316E-010  ,    2.3994411224058264E-013  ,    2.3994411224058264E-013  ,    2.3994411224058264E-013  ,    2.3994411224058264E-013  ,    2.3994411224058264E-013  ,    2.3994411224058264E-013  , 
   28.719999999999999       ,    9.0305922527395990E-012  ,    9.0305922527395990E-012  ,    9.0305922527395990E-012  ,    9.0305922527395990E-012  ,    9.0305922527395990E-012  ,    9.0305922527395990E-012  ,    8.4643060774719694E-010  ,    8.4643060774719694E-010  ,    8.4643060774719694E-010  ,    8.4643060774719694E-010  ,    8.4643060774719694E-010  ,    8.4643060774719694E-010  ,    2.4037035546647969E-013  ,    2.4037035546647969E-013  ,    2.4037035546647969E-013  ,    2.4037035546647969E-013  ,    2.4037035546647969E-013  ,    2.4037035546647969E-013  , 
   29.710000000000001       ,    9.0173374939415719E-012  ,    9.0173374939415719E-012  ,    9.0173374939415719E-012  ,    9.0173374939415719E-012  ,    9.0173374939415719E-012  ,    9.0173374939415719E-012  ,    8.4739966913377405E-010  ,    8.4739966913377405E-010  ,    8.4739966913377405E-010  ,    8.4739966913377405E-010  ,    8.4739966913377405E-010  ,    8.4739966913377405E-010  ,    2.4076981539117949E-013  ,    2.4076981539117949E-013  ,    2.4076981539117949E-013  ,    2.4076981539117949E-013  ,    2.4076981539117949E-013  ,    2.4076981539117949E-013  , 
   30.699999999999999       ,    9.0051304885221063E-012  ,    9.0051304885221063E-012  ,    9.0051304885221063E-012  ,    9.0051304885221063E-012  ,    9.0051304885221063E-012  ,    9.0051304885221063E-012  ,    8.4831176201015531E-010  ,    8.4831176201015531E-010  ,    8.4831176201015531E-010  ,    8.4831176201015531E-010  ,    8.4831176201015531E-010  ,    8.4831176201015531E-010  ,    2.4114493491189004E-013  ,    2.4114493491189004E-013  ,    2.4114493491189004E-013  ,    2.4114493491189004E-013  ,    2.4114493491189004E-013  ,    2.4114493491189004E-013  , 
   31.690000000000001       ,    8.9938548422129929E-012  ,    8.9938548422129929E-012  ,    8.9938548422129929E-012  ,    8.9938548422129929E-012  ,    8.9938548422129929E-012  ,    8.9938548422129929E-012  ,    8.4917174487012550E-010  ,    8.4917174487012550E-010  ,    8.4917174487012550E-010  ,    8.4917174487012550E-010  ,    8.4917174487012550E-010  ,    8.4917174487012550E-010  ,    2.4149786921989727E-013  ,    2.4149786921989727E-013  ,    2.4149786921989727E-013  ,    2.4149786921989727E-013  ,    2.4149786921989727E-013  ,    2.4149786921989727E-013  , 
   32.680000000000000       ,    8.9834104838561618E-012  ,    8.9834104838561618E-012  ,    8.9834104838561618E-012  ,    8.9834104838561618E-012  ,    8.9834104838561618E-012  ,    8.9834104838561618E-012  ,    8.4998394158208908E-010  ,    8.4998394158208908E-010  ,    8.4998394158208908E-010  ,    8.4998394158208908E-010  ,    8.4998394158208908E-010  ,    8.4998394158208908E-010  ,    2.4183052684504684E-013  ,    2.4183052684504684E-013  ,    2.4183052684504684E-013  ,    2.4183052684504684E-013  ,    2.4183052684504684E-013  ,    2.4183052684504684E-013  , 
   33.670000000000002       ,    8.9737109375326182E-012  ,    8.9737109375326182E-012  ,    8.9737109375326182E-012  ,    8.9737109375326182E-012  ,    8.9737109375326182E-012  ,    8.9737109375326182E-012  ,    8.5075221258436060E-010  ,    8.5075221258436060E-010  ,    8.5075221258436060E-010  ,    8.5075221258436060E-010  ,    8.5075221258436060E-010  ,    8.5075221258436060E-010  ,    2.4214460388701848E-013  ,    2.4214460388701848E-013  ,    2.4214460388701848E-013  ,    2.4214460388701848E-013  ,    2.4214460388701848E-013  ,    2.4214460388701848E-013  , 
   34.659999999999997       ,    8.9646811187213865E-012  ,    8.9646811187213865E-012  ,    8.9646811187213865E-012  ,    8.9646811187213865E-012  ,    8.9646811187213865E-012  ,    8.9646811187213865E-012  ,    8.5148001506184706E-010  ,    8.5148001506184706E-010  ,    8.5148001506184706E-010  ,    8.5148001506184706E-010  ,    8.5148001506184706E-010  ,    8.5148001506184706E-010  ,    2.4244161271345849E-013  ,    2.4244161271345849E-013  ,    2.4244161271345849E-013  ,    2.4244161271345849E-013  ,    2.4244161271345849E-013  ,    2.4244161271345849E-013  , 
   35.649999999999999       ,    8.9562555415886596E-012  ,    8.9562555415886596E-012  ,    8.9562555415886596E-012  ,    8.9562555415886596E-012  ,    8.9562555415886596E-012  ,    8.9562555415886596E-012  ,    8.5217045403132324E-010  ,    8.5217045403132324E-010  ,    8.5217045403132324E-010  ,    8.5217045403132324E-010  ,    8.5217045403132324E-010  ,    8.5217045403132324E-010  ,    2.4272290613822410E-013  ,    2.4272290613822410E-013  ,    2.4272290613822410E-013  ,    2.4272290613822410E-013  ,    2.4272290613822410E-013  ,    2.4272290613822410E-013  , 
   36.640000000000001       ,    8.9483768512900759E-012  ,    8.9483768512900759E-012  ,    8.9483768512900759E-012  ,    8.9483768512900759E-012  ,    8.9483768512900759E-012  ,    8.9483768512900759E-012  ,    8.5282632588941035E-010  ,    8.5282632588941035E-010  ,    8.5282632588941035E-010  ,    8.5282632588941035E-010  ,    8.5282632588941035E-010  ,    8.5282632588941035E-010  ,    2.4298969788713488E-013  ,    2.4298969788713488E-013  ,    2.4298969788713488E-013  ,    2.4298969788713488E-013  ,    2.4298969788713488E-013  ,    2.4298969788713488E-013  , 
   37.630000000000003       ,    8.9409946150764371E-012  ,    8.9409946150764371E-012  ,    8.9409946150764371E-012  ,    8.9409946150764371E-012  ,    8.9409946150764371E-012  ,    8.9409946150764371E-012  ,    8.5345015568290589E-010  ,    8.5345015568290589E-010  ,    8.5345015568290589E-010  ,    8.5345015568290589E-010  ,    8.5345015568290589E-010  ,    8.5345015568290589E-010  ,    2.4324307999802765E-013  ,    2.4324307999802765E-013  ,    2.4324307999802765E-013  ,    2.4324307999802765E-013  ,    2.4324307999802765E-013  ,    2.4324307999802765E-013  , 
   38.619999999999997       ,    8.9340643208665749E-012  ,    8.9340643208665749E-012  ,    8.9340643208665749E-012  ,    8.9340643208665749E-012  ,    8.9340643208665749E-012  ,    8.9340643208665749E-012  ,    8.5404422912685234E-010  ,    8.5404422912685234E-010  ,    8.5404422912685234E-010  ,    8.5404422912685234E-010  ,    8.5404422912685234E-010  ,    8.5404422912685234E-010  ,    2.4348403767687826E-013  ,    2.4348403767687826E-013  ,    2.4348403767687826E-013  ,    2.4348403767687826E-013  ,    2.4348403767687826E-013  ,    2.4348403767687826E-013  , 
   39.609999999999999       ,    8.9275465432135411E-012  ,    8.9275465432135411E-012  ,    8.9275465432135411E-012  ,    8.9275465432135411E-012  ,    8.9275465432135411E-012  ,    8.9275465432135411E-012  ,    8.5461062021125240E-010  ,    8.5461062021125240E-010  ,    8.5461062021125240E-010  ,    8.5461062021125240E-010  ,    8.5461062021125240E-010  ,    8.5461062021125240E-010  ,    2.4371346203278963E-013  ,    2.4371346203278963E-013  ,    2.4371346203278963E-013  ,    2.4371346203278963E-013  ,    2.4371346203278963E-013  ,    2.4371346203278963E-013  , 
   40.600000000000001       ,    8.9214062451296307E-012  ,    8.9214062451296307E-012  ,    8.9214062451296307E-012  ,    8.9214062451296307E-012  ,    8.9214062451296307E-012  ,    8.9214062451296307E-012  ,    8.5515121508568384E-010  ,    8.5515121508568384E-010  ,    8.5515121508568384E-010  ,    8.5515121508568384E-010  ,    8.5515121508568384E-010  ,    8.5515121508568384E-010  ,    2.4393216103628799E-013  ,    2.4393216103628799E-013  ,    2.4393216103628799E-013  ,    2.4393216103628799E-013  ,    2.4393216103628799E-013  ,    2.4393216103628799E-013  , 
   41.590000000000003       ,    8.9156121908237093E-012  ,    8.9156121908237093E-012  ,    8.9156121908237093E-012  ,    8.9156121908237093E-012  ,    8.9156121908237093E-012  ,    8.9156121908237093E-012  ,    8.5566773279279648E-010  ,    8.5566773279279648E-010  ,    8.5566773279279648E-010  ,    8.5566773279279648E-010  ,    8.5566773279279648E-010  ,    8.5566773279279648E-010  ,    2.4414086898309586E-013  ,    2.4414086898309586E-013  ,    2.4414086898309586E-013  ,    2.4414086898309586E-013  ,    2.4414086898309586E-013  ,    2.4414086898309586E-013  , 
   42.579999999999998       ,    8.9101364494671335E-012  ,    8.9101364494671335E-012  ,    8.9101364494671335E-012  ,    8.9101364494671335E-012  ,    8.9101364494671335E-012  ,    8.9101364494671335E-012  ,    8.5616174332333776E-010  ,    8.5616174332333776E-010  ,    8.5616174332333776E-010  ,    8.5616174332333776E-010  ,    8.5616174332333776E-010  ,    8.5616174332333776E-010  ,    2.4434025469559787E-013  ,    2.4434025469559787E-013  ,    2.4434025469559787E-013  ,    2.4434025469559787E-013  ,    2.4434025469559787E-013  ,    2.4434025469559787E-013  , 
   43.570000000000000       ,    8.9049539740543183E-012  ,    8.9049539740543183E-012  ,    8.9049539740543183E-012  ,    8.9049539740543183E-012  ,    8.9049539740543183E-012  ,    8.9049539740543183E-012  ,    8.5663468338661146E-010  ,    8.5663468338661146E-010  ,    8.5663468338661146E-010  ,    8.5663468338661146E-010  ,    8.5663468338661146E-010  ,    8.5663468338661146E-010  ,    2.4453092865382155E-013  ,    2.4453092865382155E-013  ,    2.4453092865382155E-013  ,    2.4453092865382155E-013  ,    2.4453092865382155E-013  ,    2.4453092865382155E-013  , 
   44.560000000000002       ,    8.9000422425169734E-012  ,    8.9000422425169734E-012  ,    8.9000422425169734E-012  ,    8.9000422425169734E-012  ,    8.9000422425169734E-012  ,    8.9000422425169734E-012  ,    8.5708787022555293E-010  ,    8.5708787022555293E-010  ,    8.5708787022555293E-010  ,    8.5708787022555293E-010  ,    8.5708787022555293E-010  ,    8.5708787022555293E-010  ,    2.4471344921538930E-013  ,    2.4471344921538930E-013  ,    2.4471344921538930E-013  ,    2.4471344921538930E-013  ,    2.4471344921538930E-013  ,    2.4471344921538930E-013  , 
   45.549999999999997       ,    8.8953809506879046E-012  ,    8.8953809506879046E-012  ,    8.8953809506879046E-012  ,    8.8953809506879046E-012  ,    8.8953809506879046E-012  ,    8.8953809506879046E-012  ,    8.5752251375280539E-010  ,    8.5752251375280539E-010  ,    8.5752251375280539E-010  ,    8.5752251375280539E-010  ,    8.5752251375280539E-010  ,    8.5752251375280539E-010  ,    2.4488832805698345E-013  ,    2.4488832805698345E-013  ,    2.4488832805698345E-013  ,    2.4488832805698345E-013  ,    2.4488832805698345E-013  ,    2.4488832805698345E-013  , 
   46.539999999999999       ,    8.8909517486371985E-012  ,    8.8909517486371985E-012  ,    8.8909517486371985E-012  ,    8.8909517486371985E-012  ,    8.8909517486371985E-012  ,    8.8909517486371985E-012  ,    8.5793972724037924E-010  ,    8.5793972724037924E-010  ,    8.5793972724037924E-010  ,    8.5793972724037924E-010  ,    8.5793972724037924E-010  ,    8.5793972724037924E-010  ,    2.4505603494889361E-013  ,    2.4505603494889361E-013  ,    2.4505603494889361E-013  ,    2.4505603494889361E-013  ,    2.4505603494889361E-013  ,    2.4505603494889361E-013  , 
   47.530000000000001       ,    8.8867380134444834E-012  ,    8.8867380134444834E-012  ,    8.8867380134444834E-012  ,    8.8867380134444834E-012  ,    8.8867380134444834E-012  ,    8.8867380134444834E-012  ,    8.5834053675963501E-010  ,    8.5834053675963501E-010  ,    8.5834053675963501E-010  ,    8.5834053675963501E-010  ,    8.5834053675963501E-010  ,    8.5834053675963501E-010  ,    2.4521700195574822E-013  ,    2.4521700195574822E-013  ,    2.4521700195574822E-013  ,    2.4521700195574822E-013  ,    2.4521700195574822E-013  ,    2.4521700195574822E-013  , 
